iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,omega_Cl,omega_Q,omega_V1,omega_V2,r
614,440.29,1,13.6602,53.5563,19.1156,14.8996,2.01246,0.267349,0.992294,0.147777,0.669156,2.22045e-16
615,438.215,1,13.7249,54.959,18.8916,14.9855,1.98528,0.268534,0.979878,0.140396,0.712283,2.22045e-16
616,435.355,1,13.6403,56.2503,19.1261,15.5606,1.9482,0.267464,1.02336,0.142165,0.68498,2.22045e-16
617,432.009,1,13.5509,56.5603,19.2446,15.3238,1.91102,0.263217,1.03129,0.144927,0.687011,4.86317e-05
618,433.547,1,13.5476,55.4578,19.0046,15.1166,1.9292,0.262044,0.944265,0.159886,0.683577,2.22045e-16
619,442.137,1,13.3345,58.3065,18.8131,16.5817,2.08373,0.257625,0.94334,0.133252,0.696062,2.22045e-16
620,434.243,1,13.3447,58.9787,18.7399,16.3326,1.99168,0.25545,0.944341,0.141144,0.668969,2.22045e-16
621,419.26,1,13.4414,55.7536,18.7199,15.712,1.90715,0.251462,0.892067,0.121918,0.654334,0.000168154
622,422.592,1,13.4776,60.0115,18.8206,15.7583,1.90011,0.256239,0.950213,0.12729,0.656273,2.22045e-16
623,423.061,1,13.3805,63.2638,18.7362,16.1789,1.86926,0.258941,0.976333,0.133414,0.684892,0.000214943
624,415.176,1,13.5177,63.5616,18.3509,15.8885,1.81529,0.259255,0.966481,0.127617,0.651437,0.000247201
625,416.536,1,13.5415,63.1544,18.1934,15.5877,1.86721,0.256546,0.946792,0.117641,0.646266,0.00986386
626,415.062,1,13.5316,57.5433,18.0627,15.659,1.89086,0.27028,0.885784,0.108965,0.622421,2.22045e-16
627,419.739,1,13.5834,62.1786,17.6839,15.8819,1.93633,0.267428,0.896891,0.114291,0.604817,2.22045e-16
628,424.646,1,13.5744,60.8445,17.6571,15.6585,1.98987,0.266514,0.866067,0.12085,0.591244,0.00021941
629,418.141,1,13.4377,58.0926,17.7122,16.3351,1.92535,0.260113,0.833495,0.119981,0.623735,0.00143951
630,416.185,1,13.6402,58.3139,17.9131,16.2833,1.92696,0.260869,0.849574,0.107286,0.649895,0.0101602
631,419.606,1,13.4355,59.0204,17.8203,16.2583,1.935,0.260841,0.847082,0.113336,0.658792,0.00385963
632,430.054,1,13.5646,58.0641,17.5909,16.33,2.0404,0.269712,0.828834,0.117814,0.644211,0.000406343
633,432.376,1,13.3908,55.0962,17.6578,16.8226,2.08309,0.268501,0.822931,0.118389,0.631491,0.0220638
634,417.932,1,13.3266,55.4432,17.9131,16.9503,1.9367,0.252159,0.861014,0.112008,0.644727,0.016685
635,411.079,1,13.4944,58.1999,17.8029,16.1938,1.86339,0.256942,0.833592,0.108349,0.668602,6.29251e-05
636,409.64,1,13.5085,55.6736,18.005,16.3504,1.87977,0.26146,0.861892,0.091475,0.687298,2.22045e-16
637,419.851,1,13.4281,57.5763,18.1856,16.8326,1.93391,0.25867,0.879847,0.102887,0.719642,2.22045e-16
638,430.454,1,13.5251,53.926,18.5068,16.5902,2.03173,0.263987,0.866625,0.101452,0.761203,2.22045e-16
639,423.64,1,13.6355,55.8609,18.8306,15.5503,1.91491,0.267933,0.872357,0.112844,0.761365,2.22045e-16
640,416.415,1,13.4103,57.1338,18.5177,15.6308,1.89477,0.251481,0.834084,0.108675,0.737639,2.22045e-16
641,419.537,1,13.3717,54.9344,18.7619,16.096,1.93038,0.249456,0.829452,0.111719,0.722442,2.22045e-16
642,421.391,1,13.5047,56.0811,18.514,15.1703,1.96463,0.256771,0.849469,0.103481,0.704557,0.000149647
643,426.545,1,13.6728,53.2425,18.6358,14.9017,1.97637,0.265849,0.881958,0.11173,0.700739,2.22045e-16
644,423.67,1,13.5759,55.1226,18.5029,15.5588,1.9361,0.269192,0.918546,0.1109,0.688857,0.000123894
645,423.77,1,13.524,60.0109,18.0975,16.1333,1.92885,0.265834,0.969332,0.105863,0.703321,6.27672e-09
646,419.065,1,13.4033,63.2454,18.3185,15.6574,1.89253,0.262482,0.905225,0.115177,0.672735,0.000163303
647,411.385,1,13.2789,60.671,18.2161,16.1759,1.8768,0.257102,0.972902,0.0911507,0.665219,0.0157411
648,413.189,1,13.3597,60.0115,18.0642,16.2062,1.91066,0.259096,0.912217,0.0942627,0.653521,0.00473375
649,421.293,1,13.4262,59.6384,17.9153,16.1439,1.99548,0.258054,0.918806,0.0930224,0.672454,0.0181769
650,416.947,1,13.5608,58.9999,17.7477,15.3328,1.96636,0.262716,1.00761,0.0809496,0.649728,0.0152381
651,419.354,1,13.6087,65.5472,17.8246,16.039,1.94083,0.265631,1.0948,0.0847554,0.647335,2.22045e-16
652,424.966,1,13.5531,66.1182,17.7631,16.6944,2.01065,0.262746,1.07422,0.0837803,0.666697,0.000132995
653,418.537,1,13.4287,66.1525,17.6024,16.2724,1.96784,0.258747,1.11068,0.0846548,0.601872,0.0202633
654,423.248,1,13.4468,66.9062,17.4386,16.6895,2.01283,0.260585,1.17151,0.0796115,0.624278,0.0284578
655,434.053,1,13.4819,70.4455,17.2964,16.7,2.13744,0.269065,1.13041,0.0836512,0.583559,0.00384098
656,434.793,1,13.5436,65.8521,17.3527,16.2562,2.18,0.269223,1.11286,0.0774583,0.58009,0.00931651
657,422.296,1,13.4868,60.9961,17.12,16.2229,2.07608,0.266687,1.02877,0.0746016,0.64757,0.104173
658,423.384,1,13.4264,63.2035,17.0514,16.638,2.08126,0.270653,0.925849,0.084867,0.615842,0.108693
659,423.408,1,13.5462,69.0129,17.1621,16.6786,2.11623,0.262402,0.912074,0.0886277,0.615521,0.165363
660,429.013,1,13.5844,65.8514,16.9836,16.3653,2.16744,0.263122,0.884727,0.0938886,0.627967,0.181483
661,427.247,1,13.4653,62.3699,17.0319,16.346,2.14635,0.262005,0.917831,0.0893449,0.622889,0.160065
662,429.257,1,13.3454,64.2076,17.0559,16.636,2.18334,0.2643,0.915788,0.0875628,0.642129,0.233289
663,414.424,1,13.3459,67.0075,17.1154,16.746,2.0956,0.263573,0.968097,0.0703384,0.600459,0.225918
664,403.364,1,13.3932,60.0467,17.133,16.2511,2.00818,0.26042,0.875759,0.072726,0.584862,0.269019
665,405.723,1,13.3823,56.1393,17.4106,16.3688,2.06871,0.253296,0.856586,0.0655873,0.605392,0.208397
666,400.447,1,13.3094,55.5868,17.4898,16.5228,2.03295,0.25081,0.815595,0.0617184,0.63093,0.166028
667,405.624,1,13.4385,56.6361,17.5454,16.3531,2.09129,0.259153,0.796155,0.0568793,0.617935,0.13571
668,404.679,1,13.4079,58.2815,17.608,16.1021,2.03406,0.269553,0.827697,0.0623368,0.584326,0.115542
669,416.323,1,13.4262,61.8077,17.5802,16.333,2.15421,0.260522,0.904866,0.061943,0.631847,0.175304
670,409.169,1,13.3528,61.6368,17.5792,15.9853,2.09812,0.264352,0.856036,0.0597724,0.613137,0.142296
671,414.094,1,13.6133,63.0809,17.6297,16.2483,2.13539,0.27958,0.919672,0.0585967,0.610039,0.191834
672,406.87,1,13.4471,61.9106,17.7689,15.9213,2.0739,0.2663,0.905196,0.0547441,0.62067,0.160615
673,418.827,1,13.5089,59.411,17.8091,16.2857,2.22053,0.274488,0.95544,0.0570503,0.592362,0.211319
674,410.64,1,13.5974,59.1048,17.8245,16.4236,2.1088,0.267554,0.965577,0.0586986,0.58833,0.263967
675,409.062,1,13.6187,62.9757,17.8034,16.1696,2.11705,0.267566,1.01113,0.0591897,0.574212,0.306904
676,412.353,1,13.5785,63.4546,17.8027,15.7991,2.15229,0.271552,0.994727,0.0615553,0.591732,0.367406
677,413.085,1,13.4967,66.217,17.6916,15.6754,2.18399,0.267055,1.03922,0.067327,0.590823,0.441611
678,424.905,1,13.4194,68.9349,17.8525,15.3795,2.37336,0.274927,1.10388,0.0660966,0.585122,0.474545
679,421.914,1,13.5792,67.5535,17.8044,15.1741,2.31958,0.275632,1.12248,0.0670314,0.582209,0.462003
680,428.884,1,13.5024,67.7931,17.8807,15.5173,2.413,0.254845,1.15276,0.0705315,0.57647,0.455254
681,419.675,1,13.4466,69.5379,17.8919,15.4869,2.32426,0.261496,1.11955,0.0646805,0.547296,0.441499
682,430.964,1,13.4329,72.8175,17.9169,15.4875,2.42589,0.25826,1.19874,0.0648796,0.583645,0.437151
683,431.168,1,13.6513,74.9398,17.8668,14.8658,2.35334,0.266029,1.22167,0.0707646,0.594811,0.434324
684,442.259,1,13.9774,72.4145,17.9183,14.3041,2.60334,0.280549,1.2222,0.0739666,0.572817,0.542076
685,449.493,1,13.5485,67.8454,17.8371,15.0498,2.71719,0.272067,1.19569,0.0769836,0.598363,0.546297
686,441.836,1,13.3642,69.7321,17.8765,16.1846,2.72154,0.261237,1.17055,0.0661425,0.557994,0.550316
687,445.911,1,13.3683,68.3242,17.9454,16.7114,2.93821,0.26877,1.16132,0.0708858,0.523943,0.633611
688,434.147,1,13.2376,68.509,17.9433,16.193,2.92223,0.263749,1.19992,0.0547846,0.544677,0.672589
689,437.043,1,13.4774,66.5137,17.9305,16.1078,2.96409,0.251122,1.09018,0.0561349,0.564308,0.640391
690,432.872,1,13.4418,66.5308,18.0309,16.1335,2.79286,0.230902,1.08068,0.0541477,0.575016,0.566316
691,439.002,1,13.6123,68.5751,17.9145,16.0789,2.85807,0.25974,1.16622,0.0537302,0.536674,0.582522
692,431.993,1,13.5911,61.4731,18.0128,15.9009,2.88006,0.248391,1.04707,0.0494607,0.510506,0.570252
693,427.539,1,13.5527,62.2561,17.9299,15.7296,2.7248,0.26929,0.946505,0.0521381,0.546372,0.565685
694,425.046,1,13.6326,57.4713,18.0576,15.9889,2.69312,0.249273,1.08758,0.0463181,0.525091,0.530145
695,425.072,1,13.5415,61.1463,17.9996,15.6311,2.71614,0.252708,1.02004,0.0517748,0.547277,0.572737
696,423.714,1,13.3987,59.5798,18.0069,15.9792,2.84641,0.252208,1.01463,0.048568,0.525132,0.623701
697,430.513,1,13.342,66.4584,18.0267,16.268,2.93603,0.244054,1.09512,0.0506493,0.566543,0.649281
698,438.088,1,13.5534,76.2728,18.1757,16.1901,3.08334,0.261269,1.27559,0.0534679,0.552779,0.70459
699,447.19,1,13.4106,72.7726,18.1349,16.4151,3.36906,0.251932,1.2133,0.0618451,0.530092,0.733135
700,449.347,1,13.3508,66.5496,18.1858,16.2905,3.55705,0.28809,1.10472,0.0558524,0.546782,0.765792
701,452.996,1,13.6327,67.9071,18.1272,16.2344,3.83091,0.261667,1.18617,0.0541666,0.528192,0.794889
702,445.234,1,13.7945,68.2116,18.0375,15.9688,3.65358,0.232686,1.17718,0.0527534,0.510929,0.772333
703,449.711,1,13.7835,63.0866,18.2448,16.0186,3.35873,0.244796,1.13788,0.0533449,0.529148,0.683105
704,445.942,1,13.5219,64.3062,18.177,15.3298,3.31173,0.2435,1.09758,0.0521438,0.577162,0.697342
705,444.891,1,13.5603,57.3546,18.3128,15.4215,3.22854,0.277883,1.01121,0.0491442,0.574774,0.676693
706,452.918,1,13.5913,60.4605,18.4068,15.3873,3.41183,0.306273,1.01414,0.0528766,0.544846,0.705098
707,457.793,1,13.8451,61.7274,18.5534,15.4802,3.52979,0.29683,1.02698,0.0509876,0.555817,0.712086
708,453.836,1,13.8331,60.052,18.506,15.4054,3.4414,0.273386,0.95373,0.0477364,0.577385,0.674001
709,448.426,1,13.7176,60.4474,18.1551,14.8553,3.26036,0.274204,0.94491,0.049443,0.559111,0.651552
710,448.654,1,13.6357,61.4394,18.2428,15.1918,3.4794,0.260522,0.981,0.0504253,0.558843,0.717971
711,447.569,1,13.7625,64.4576,18.3068,15.8381,3.40114,0.250607,1.01181,0.0569399,0.534287,0.709921
712,444.769,1,13.5827,65.4,18.2721,15.2936,3.23963,0.251649,1.05174,0.0534013,0.580628,0.686005
713,444.687,1,13.2805,61.7237,18.2846,15.6487,3.01225,0.234682,1.10261,0.0515443,0.641674,0.614556
714,449.393,1,13.4492,59.6552,18.2131,15.9877,3.11786,0.251989,1.08481,0.054031,0.609915,0.63431
715,437.157,1,13.6555,62.3677,18.2374,15.6105,2.8928,0.251009,1.12262,0.0515154,0.608465,0.611165
716,442.534,1,13.6089,64.3603,18.254,15.607,2.8689,0.25928,1.13977,0.0541693,0.613242,0.59236
717,438.821,1,13.5356,67.6265,18.0973,15.8621,2.88341,0.258368,1.23569,0.0478654,0.576091,0.599217
718,435.513,1,13.6289,65.6227,18.1682,16.6344,2.75887,0.271016,1.13748,0.0428678,0.552702,0.529402
719,423.137,1,13.4203,63.8419,18.1403,15.5636,2.64257,0.284714,1.08142,0.0386924,0.574794,0.546047
720,423.433,1,13.447,64.3302,18.0553,15.5428,2.69622,0.266283,1.02308,0.0385191,0.575688,0.53552
721,427.248,1,13.5265,61.8381,17.9459,15.3958,2.63942,0.26867,1.00299,0.0436527,0.615063,0.481394
722,422.43,1,13.6126,61.6382,17.7201,15.4287,2.58897,0.274043,1.03239,0.0433958,0.567893,0.496291
723,424.181,1,13.7029,66.0374,17.7727,15.5875,2.63112,0.272064,1.1326,0.0414538,0.550207,0.535158
724,426.669,1,13.6075,66.276,17.6463,15.5383,2.67274,0.269473,1.12719,0.0495715,0.569254,0.575883
725,433.656,1,13.4333,68.1466,17.6508,16.18,2.7875,0.261949,1.12359,0.0589354,0.520541,0.59692
726,431.471,1,13.5238,64.2148,17.6675,15.7434,2.70081,0.272961,1.08231,0.0559156,0.536461,0.56021
727,419.573,1,13.4385,61.0817,17.6153,16.0433,2.57839,0.273941,1.02866,0.049552,0.53943,0.556536
728,417.092,1,13.3032,66.7858,17.4446,15.5563,2.66841,0.253233,1.08349,0.0437288,0.540969,0.57895
729,415.683,1,13.6273,63.6855,17.4373,15.784,2.7137,0.255797,1.00202,0.0421271,0.521026,0.582662
730,426.292,1,13.6593,66.7665,17.4037,15.8017,2.84512,0.257013,1.01067,0.0465037,0.526044,0.5967
731,420.664,1,13.6082,69.0745,17.5713,16.346,2.69976,0.245858,1.04328,0.050418,0.576208,0.609007
732,422.241,1,13.4272,65.1847,17.4861,16.0055,2.66945,0.248586,0.951392,0.0516732,0.549671,0.550645
733,427.992,1,13.4864,62.309,17.4819,15.5258,2.68727,0.256897,0.920514,0.0598111,0.5174,0.534825
734,432.585,1,13.7473,63.3341,17.6425,15.36,2.75218,0.26406,1.05625,0.0574473,0.560775,0.586671
735,432.352,1,13.7474,67.9364,17.8908,15.8809,2.73059,0.262393,1.08904,0.0628555,0.5333,0.587394
736,428.622,1,13.8485,63.3896,17.8053,14.7423,2.69826,0.263609,1.06623,0.0628634,0.525932,0.596164
737,418.366,1,13.4667,63.1181,17.8606,15.1531,2.56431,0.273882,0.988703,0.0530105,0.565709,0.566881
738,423.424,1,13.7561,63.0951,17.8707,15.1161,2.59032,0.264873,1.00398,0.0522101,0.603644,0.560256
739,425.142,1,13.6737,60.736,17.8169,15.0502,2.6378,0.250635,1.01776,0.055327,0.60507,0.563254
740,430.479,1,13.5111,63.555,17.7167,15.2375,2.66582,0.257861,0.975115,0.0552235,0.625216,0.536633
741,425.127,1,13.4889,66.1727,17.8067,14.9786,2.38387,0.257322,1.0914,0.0622005,0.597266,0.470122
742,427.91,1,13.4792,66.0578,17.6888,15.9551,2.54155,0.2605,1.03897,0.0662184,0.569712,0.533485
743,428.711,1,13.3121,66.998,17.5853,16.1471,2.51491,0.258158,1.01482,0.0649072,0.566123,0.481198
744,430.987,1,13.3132,63.2342,17.5509,15.7951,2.49465,0.267101,0.994019,0.0671368,0.555871,0.453184
745,423.972,1,13.4994,62.3117,17.5442,15.8778,2.47226,0.25399,0.954483,0.0574554,0.536787,0.4285
746,429.63,1,13.4154,67.4662,17.3081,16.1147,2.55146,0.258576,1.08214,0.0594492,0.530056,0.487455
747,420.333,1,13.3371,66.5961,17.1854,15.8226,2.6278,0.247641,1.04747,0.0489495,0.542682,0.557648
748,417.345,1,13.3168,66.8097,17.1251,16.6147,2.73059,0.257512,1.02242,0.0411279,0.52186,0.591896
749,415.003,1,13.3869,66.4519,17.1597,16.3337,2.70376,0.258027,1.00279,0.0416764,0.52605,0.604841
750,421.907,1,13.3333,66.8204,17.1856,16.6824,2.81738,0.256059,1.02898,0.0399048,0.544804,0.602996
751,419.09,1,13.2359,64.5921,17.236,16.0944,2.81738,0.2474,0.955252,0.0381505,0.556623,0.594839
752,418.532,1,13.5811,64.8823,17.0892,16.3601,2.84276,0.276604,0.899655,0.0353488,0.538155,0.601021
753,416.551,1,13.5928,63.6125,16.9313,15.2156,2.87419,0.266121,0.910967,0.0331424,0.566356,0.623815
754,415.8,1,13.4753,66.7429,17.037,15.7246,2.64945,0.266012,1.00754,0.0353279,0.601658,0.572961
755,415.96,1,13.5814,71.1927,17.0417,15.4942,2.55806,0.278619,1.04861,0.0365276,0.557045,0.523035
756,412.865,1,13.5974,74.9731,16.9741,15.7224,2.60711,0.246411,1.14718,0.0398759,0.595612,0.591352
757,413.758,1,13.5263,67.4539,17.1058,15.4619,2.81249,0.244189,1.08679,0.0382019,0.569075,0.658549
758,415.855,1,13.8887,67.3329,17.0397,15.6975,2.90208,0.269103,0.975224,0.0381273,0.521132,0.665435
759,423.623,1,13.6792,67.6045,17.0482,15.5741,3.00764,0.276433,1.01236,0.0348809,0.52284,0.645674
760,430.961,1,13.8824,70.9704,16.9769,15.86,3.07794,0.280038,1.04148,0.0360531,0.52833,0.640986
761,415.908,1,13.7583,68.9337,17.1031,15.9035,2.78348,0.275263,1.01767,0.0347881,0.510149,0.593597
762,413.235,1,13.6003,63.2578,17.1699,15.2952,2.77328,0.265143,0.995055,0.0339018,0.540876,0.598419
763,417.575,1,13.5995,64.8168,17.2415,15.1434,2.78365,0.261613,0.985943,0.0370822,0.585169,0.615897
764,418.246,1,13.5321,67.491,17.1969,15.3211,2.83469,0.255661,0.965919,0.0370562,0.598918,0.619193
765,416.724,1,13.7005,67.9824,17.2771,15.1564,2.61646,0.274247,0.99599,0.0407918,0.592415,0.578475
766,406.625,1,13.4602,69.4624,17.1561,15.693,2.56351,0.264694,1.02907,0.0394723,0.57766,0.598104
767,422.234,1,13.7301,64.4814,17.2174,16.1285,2.62684,0.261975,1.08087,0.0428904,0.591747,0.547267
768,428.492,1,13.8458,68.8406,17.2439,16.3985,2.83529,0.262641,1.10504,0.044626,0.591534,0.616557
769,431.626,1,13.3231,69.9039,17.3052,16.2603,3.10717,0.240301,1.11658,0.0440883,0.547736,0.674686
770,435.273,1,13.4582,70.6106,17.2749,16.0301,2.89747,0.248341,1.08289,0.0497736,0.570256,0.604263
771,432.317,1,13.5604,68.9907,17.2896,16.6488,2.80496,0.244038,1.00535,0.0548641,0.555666,0.573382
772,427.91,1,13.6452,65.9443,17.3143,16.2357,2.57187,0.27787,0.956337,0.0601577,0.56147,0.537847
773,429.543,1,13.5326,64.7511,17.4469,16.2005,2.6786,0.259124,0.942792,0.0657418,0.547607,0.565856
774,436.216,1,13.4283,61.2814,17.5401,15.8614,2.83479,0.250856,0.88911,0.0676759,0.551668,0.583639
775,435.815,1,13.6211,63.9103,17.7152,17.5026,2.89478,0.259857,1.03436,0.0629351,0.525335,0.628698
776,436.945,1,13.4335,66.6119,17.5824,17.1114,3.05941,0.26817,1.05259,0.0581787,0.497511,0.673083
777,428.139,1,13.6211,66.1881,17.4246,16.3677,2.71047,0.269388,1.11345,0.0569064,0.513009,0.596767
778,432.516,1,13.6803,65.745,17.4194,16.3229,2.65802,0.274383,1.07341,0.0651504,0.530045,0.585543
779,434.925,1,13.6995,64.4603,17.5215,16.388,2.69573,0.266462,1.08331,0.060041,0.50683,0.529718
780,443.957,1,13.7514,63.6012,17.5304,16.1337,2.85303,0.261475,1.17067,0.0632218,0.539459,0.573046
781,452.606,1,13.6697,67.6723,17.7299,16.0173,2.87398,0.280707,1.24771,0.0623801,0.575139,0.578475
782,443.527,1,13.601,65.4152,17.8649,15.8973,2.90475,0.279109,1.20006,0.0594161,0.56489,0.626376
783,437.746,1,13.6319,56.5257,18.0603,15.5718,2.76148,0.284915,1.02803,0.0598933,0.534156,0.585531
784,438.898,1,13.5533,59.9212,18.0511,15.9699,2.74125,0.267966,1.08534,0.0575946,0.555045,0.551691
785,443.471,1,13.8523,62.4185,18.2635,15.9592,2.9541,0.263102,1.04341,0.0616196,0.588611,0.628454
786,444.273,1,13.219,58.8743,18.4368,15.7798,3.03352,0.243348,1.0118,0.0619514,0.635105,0.647963
787,445.634,1,13.5463,59.8189,18.315,16.4386,2.98831,0.262833,0.976463,0.0620446,0.629995,0.616849
788,448.43,1,13.605,62.0797,18.1168,15.6505,2.86408,0.277134,1.09707,0.0602749,0.623124,0.586608
789,445.62,1,13.3018,65.3212,18.2755,16.2398,2.8276,0.256025,1.11662,0.0635185,0.574774,0.566373
790,428.813,1,13.504,69.0309,18.0808,15.8855,2.58187,0.256643,1.1526,0.0670366,0.519933,0.555587
791,423.778,1,13.5632,68.1307,18.0934,14.9974,2.46749,0.257793,1.17268,0.0571441,0.557335,0.504739
792,429.361,1,13.5903,70.8989,18.1135,15.2317,2.52367,0.265515,1.17171,0.0648224,0.550745,0.528474
793,433.752,1,13.5906,67.7708,17.8896,15.2948,2.6503,0.248703,1.13367,0.0804101,0.533617,0.583707
794,442.316,1,13.3945,65.7507,18.0145,15.642,2.74173,0.247609,1.16342,0.0748816,0.565542,0.573256
795,445.708,1,13.4819,67.9025,17.9575,15.5351,2.80225,0.256419,1.20901,0.0799171,0.538252,0.60896
796,450.348,1,13.4702,68.2622,18.2991,15.2467,2.77469,0.260461,1.27177,0.0712632,0.611931,0.57137
797,449.328,1,13.5018,68.7324,18.3738,15.7586,2.93079,0.259838,1.18081,0.0806102,0.524515,0.617434
798,444.365,1,13.6202,71.561,18.2556,15.6278,2.805,0.284775,1.25282,0.0740572,0.543574,0.636194
799,451.531,1,13.6815,69.6613,18.1432,15.994,2.83174,0.301233,1.22612,0.0752637,0.587677,0.635074
800,443.488,1,13.5485,68.6327,18.1679,15.479,2.7649,0.269611,1.19362,0.0781363,0.585533,0.617904
801,439.392,1,13.6892,67.0723,18.0498,15.1377,2.66299,0.270252,1.10217,0.0776088,0.551677,0.592809
802,447.108,1,13.5591,67.1384,18.0533,15.9336,2.89637,0.274701,1.1817,0.0790524,0.549453,0.658968
803,453.185,1,13.7809,70.6473,18.0891,14.7062,3.02344,0.277538,1.27477,0.078022,0.530247,0.66365
804,454.09,1,13.71,70.4645,17.9759,15.398,3.01768,0.28395,1.19955,0.0733994,0.544327,0.635834
805,452.568,1,13.7324,69.2231,18.1746,14.9572,2.83001,0.278805,1.18612,0.0783785,0.58221,0.589118
806,442.747,1,13.3366,62.1137,18.2162,15.443,2.69158,0.26807,1.11187,0.0802214,0.583289,0.590007
807,430.95,1,13.3825,60.945,18.1007,15.6488,2.54687,0.273659,1.04807,0.0703873,0.605704,0.573324
808,436.181,1,13.6136,61.2858,18.1008,14.9871,2.57043,0.283436,1.0541,0.0709888,0.626467,0.559176
809,437.647,1,13.6923,64.5732,17.9593,14.8641,2.64847,0.273775,1.0725,0.072047,0.591815,0.563126
810,429.544,1,13.7026,68.0673,18.0615,15.2345,2.5809,0.272926,1.09431,0.0673056,0.533404,0.547253
811,435.115,1,13.5212,67.0188,17.9775,15.4964,2.51949,0.275617,1.08485,0.0730206,0.582791,0.509637
812,436.949,1,13.4383,68.7046,18.0763,16.2758,2.4413,0.278576,1.15764,0.0732064,0.588816,0.476773
813,432.689,1,13.4771,71.3473,18.0537,15.5858,2.38575,0.262326,1.17981,0.0690816,0.613236,0.449939
814,433.24,1,13.4145,63.211,17.843,15.7026,2.52618,0.261982,1.07752,0.0683388,0.63352,0.506601
815,428.257,1,13.7319,60.1758,17.7303,14.5968,2.4478,0.265103,0.950332,0.0611857,0.654566,0.447209
816,412.768,1,13.6437,57.8556,18.0589,14.693,2.25256,0.265525,0.94783,0.060468,0.582455,0.413746
817,415.308,1,13.6382,58.3241,18.2546,15.2598,2.31707,0.265541,1.04037,0.0574413,0.547338,0.453694
818,416.25,1,13.4249,61.3367,18.3042,15.7483,2.28077,0.253977,1.0864,0.0646331,0.547829,0.4278
819,419.544,1,13.5219,59.6662,18.0308,15.3315,2.35226,0.249673,1.0432,0.0648134,0.584567,0.46112
820,434.972,1,13.7139,61.2715,17.9327,14.6432,2.46002,0.269678,0.995517,0.0757785,0.590913,0.437187
821,424.813,1,13.6742,58.778,17.9391,14.9964,2.44189,0.25925,0.923033,0.0737004,0.579083,0.474576
822,427.607,1,13.7334,57.0149,17.94,15.1074,2.47725,0.263302,0.907848,0.0727931,0.576504,0.481342
823,431.88,1,13.4922,59.5428,17.9537,15.7293,2.49714,0.264038,0.919693,0.0707021,0.590218,0.458591
824,427.295,1,13.4194,62.9248,18.0634,16.8036,2.38121,0.260441,1.01425,0.0745038,0.607578,0.492503
825,432.859,1,13.5359,60.8242,18.0876,15.7416,2.43447,0.26643,1.05194,0.0791556,0.602724,0.47905
826,432.039,1,13.4953,58.4341,18.0351,16.3835,2.51776,0.256081,0.972936,0.0757718,0.615645,0.503107
827,433.099,1,13.4062,60.4783,18.1653,16.6503,2.49985,0.251654,1.01612,0.0721068,0.608265,0.468909
828,435.25,1,13.3025,62.3465,18.1089,17.1639,2.58568,0.245054,1.00803,0.0699553,0.576941,0.496069
829,433.09,1,13.3222,61.6589,18.0254,16.9802,2.52997,0.254246,1.02531,0.0640655,0.604111,0.510758
830,429.414,1,13.4872,64.4441,17.8141,15.7625,2.63718,0.257318,1.05826,0.047342,0.585127,0.505917
831,419.6,1,13.6497,64.5381,17.818,16.4334,2.59567,0.260995,1.06958,0.0432167,0.535303,0.507545
832,413.754,1,13.6203,60.4032,17.8889,16.2631,2.54499,0.256224,1.02505,0.0385194,0.572265,0.496203
833,414.17,1,13.6122,62.8643,17.8864,16.9577,2.62927,0.249561,0.999954,0.0315328,0.620508,0.506297
834,413.922,1,13.4174,60.3951,17.8168,16.4929,2.66576,0.251589,0.997775,0.0304648,0.62669,0.537924
835,418.185,1,13.4699,60.1463,17.8224,15.8779,2.67888,0.258341,1.03903,0.0339742,0.580725,0.528096
836,418.718,1,13.6706,61.7722,17.8847,15.9834,2.60855,0.277808,1.00765,0.0329259,0.547842,0.480877
837,418,1,13.7842,62.4436,17.994,15.378,2.62755,0.260691,1.10083,0.0333794,0.540543,0.504915
838,423.118,1,13.6593,66.3465,18.0293,15.2087,2.85328,0.267987,1.16298,0.0322491,0.506882,0.570902
839,421.144,1,13.5597,66.1367,18.0292,16.0121,3.02993,0.258594,1.07885,0.0326785,0.465888,0.637276
840,427.693,1,13.4215,64.8043,18.0726,16.4241,3.23847,0.246251,1.04891,0.0323599,0.483092,0.656642
841,421.624,1,13.6279,58.7221,18.1069,15.8367,2.9584,0.245009,1.00006,0.0311156,0.54378,0.599829
842,419.221,1,13.4703,61.299,18.1186,15.7209,2.99765,0.259145,1.10091,0.0288432,0.522088,0.629711
843,423.02,1,13.3886,59.946,18.1369,16.5086,3.21411,0.259602,1.0575,0.0277053,0.557188,0.682996
844,420.752,1,13.6083,63.0724,18.1372,16.3567,3.10287,0.252369,1.08754,0.0254224,0.534195,0.640653
845,413.843,1,13.4706,60.5594,18.1913,15.2838,2.96948,0.268692,1.10481,0.0209796,0.527533,0.611226
846,415.615,1,13.5067,67.3837,18.212,15.8958,2.98614,0.278607,1.13668,0.0202642,0.501635,0.593429
847,411.491,1,13.5801,63.2822,18.1589,15.1224,2.87045,0.296083,1.08556,0.0197334,0.523335,0.57806
848,404.963,1,13.6902,58.5511,18.2179,16.0579,2.82934,0.266598,1.08485,0.0195649,0.528207,0.594088
849,401.391,1,13.4702,61.1764,18.2027,16.1478,2.90542,0.254445,1.04842,0.0175374,0.551631,0.619439
