Cl_pop,0.83876,0.069577,-0.30002,-0.082055,0.00066307,0.00042822,0.0013217,0.0026792,0.020192,-0.014909,0.0032787
V1_pop,0.069577,6.844,-18.406,-2.5488,-0.00028302,0.044609,-0.093971,0.21453,-0.54429,0.33115,-0.058146
Q_pop,-0.30002,-18.406,149.63,7.4537,-0.001209,-0.26347,0.37176,-0.73366,4.4148,-3.1054,0.72414
V2_pop,-0.082055,-2.5488,7.4537,15.47,-0.00029131,-0.023031,0.27077,-0.17282,-0.4964,0.34653,-0.08455
omega_Cl,0.00066307,-0.00028302,-0.001209,-0.00029131,0.0023835,-5.3658e-5,0.00024814,-0.0001013,0.0015485,-0.00079011,1.3215e-5
omega_V1,0.00042822,0.044609,-0.26347,-0.023031,-5.3658e-5,0.008098,-0.014964,-0.0051524,-0.017222,0.01755,-0.0061903
omega_Q,0.0013217,-0.093971,0.37176,0.27077,0.00024814,-0.014964,0.1814,0.019598,-0.0067439,-0.024907,0.016541
omega_V2,0.0026792,0.21453,-0.73366,-0.17282,-0.0001013,-0.0051524,0.019598,0.07746,0.044195,-0.053595,0.0191
a,0.020192,-0.54429,4.4148,-0.4964,0.0015485,-0.017222,-0.0067439,0.044195,3.2111,-2.5337,0.59506
b,-0.014909,0.33115,-3.1054,0.34653,-0.00079011,0.01755,-0.024907,-0.053595,-2.5337,2.1019,-0.52025
c,0.0032787,-0.058146,0.72414,-0.08455,1.3215e-5,-0.0061903,0.016541,0.0191,0.59506,-0.52025,0.13774
