Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.85671,0.076424,13.8758,0.0123465,13.9589,0.0207187,4.00531,0.0452746,All
9.89008,0.180639,17.9463,0.0511497,38.9085,0.0146757,8.92119,0.0598793,All
10.9235,0.0833716,22.0168,0.0828978,63.8581,0.00402863,13.8371,0.0408932,All
11.9568,0.132005,26.0873,0.0582048,88.8077,0.00230208,18.7529,0.0175256,All
12.9902,0.0208429,30.1578,0.0246929,113.757,0.000575519,23.6688,0.00730235,All
14.0236,0.0555811,34.2283,0.0141103,138.707,0,28.5847,0.00730235,All
15.0569,0.0972669,38.2988,0.00705513,163.657,0.000287759,33.5006,0.0116838,All
16.0903,0.0833716,42.3693,0.00352756,188.606,0,38.4164,0.00584188,All
17.1237,0.0972669,46.4399,0.00352756,213.556,0.000287759,43.3323,0.0102233,All
18.1571,0.104215,50.5104,0.00352756,238.505,0,48.2482,0.00438141,All
19.1904,0.076424,54.5809,0.00176378,263.455,0,53.1641,0.00292094,All
20.2238,0.0208429,58.6514,0,288.405,0,58.0799,0.00292094,All
21.2572,0.0138953,62.7219,0.00176378,313.354,0.000287759,62.9958,0.00292094,All
