iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,678.067,1,13.5086,39.2306,35.8481,6.55784,1,0.3,1,1,1,1
2,643.219,1,13.5459,38.4029,26.1816,7.594,1.27009,0.224973,0.277698,0.863054,0.590054,0.882518
3,589.358,1,13.5775,38.2513,25.3867,8.54185,1.40158,0.164615,0.24847,0.832287,0.43904,0.807149
4,556.246,1,13.5928,35.1707,25.6249,9.92737,1.42869,0.131201,0.235447,0.86464,0.40014,0.741506
5,534.353,1,13.4742,30.8293,25.2619,9.4438,1.36568,0.114967,0.250857,0.846221,0.34279,0.695997
6,513.563,1,13.4933,24.7862,24.8963,9.12085,1.41615,0.0977279,0.250462,0.735824,0.311176,0.733498
7,505.815,1,13.5333,22.6154,24.5271,10.2527,1.47563,0.0879437,0.253321,0.762018,0.305964,0.713453
8,493.633,1,13.5273,25.0099,25.5972,10.7883,1.48641,0.076105,0.250752,0.725884,0.328705,0.740974
9,492.026,1,13.6792,22.3314,25.304,10.4405,1.48804,0.0747774,0.255692,0.719905,0.332323,0.727883
10,491.541,1,13.571,25.9369,24.8214,9.81738,1.58405,0.0664203,0.252822,0.770009,0.340185,0.742544
11,497.388,1,13.4947,29.7989,25.2003,10.5561,1.62989,0.0661394,0.249017,0.76859,0.346022,0.835128
12,490.478,1,13.4568,26.3067,25.0486,12.0995,1.59016,0.0637109,0.249952,0.743817,0.35924,0.786955
13,489.504,1,13.5074,27.1107,25.0243,10.5507,1.65458,0.058051,0.261459,0.758874,0.340049,0.819268
14,484.999,1,13.5985,27.6107,23.6041,11.2904,1.61356,0.0543355,0.261379,0.854965,0.322152,0.848347
15,471.751,1,13.4454,25.2517,23.9509,11.3091,1.66338,0.0445613,0.254748,0.792562,0.303163,0.858446
16,466.728,1,13.4645,25.2608,24.4219,10.7212,1.52121,0.048255,0.262453,0.75763,0.304624,0.887211
17,465.328,1,13.5841,23.6132,25.1038,10.5203,1.60766,0.0431191,0.25805,0.689538,0.332138,0.895082
18,459.079,1,13.5656,22.2002,25.2942,10.2051,1.60761,0.0410341,0.258956,0.668009,0.330725,0.847468
19,462.384,1,13.5432,22.467,25.3432,10.5605,1.55204,0.0442366,0.259769,0.689401,0.329143,0.892228
20,468.775,1,13.5867,23.1425,25.0053,10.718,1.5838,0.0465321,0.261362,0.703781,0.303837,0.969191
21,478.027,1,13.5775,24.6527,25.4618,10.5131,1.65661,0.0496037,0.259169,0.672988,0.315803,0.993837
22,471.62,1,13.5001,22.9901,25.1823,10.8276,1.53528,0.0488995,0.261199,0.727793,0.319301,0.98175
23,479.676,1,13.5817,24.3985,24.6038,11.3893,1.67711,0.0480522,0.270437,0.711734,0.289994,1.0405
24,471.258,1,13.6332,23.2834,24.4447,11.8178,1.59489,0.0486535,0.272266,0.783929,0.272148,0.89927
25,478.597,1,13.6067,24.4733,24.6465,11.8871,1.6483,0.0507816,0.265229,0.778754,0.272776,0.951674
26,475.978,1,13.6772,24.8916,24.9188,12.1761,1.7349,0.0422003,0.262357,0.852878,0.273178,0.941169
27,468.868,1,13.5814,22.8597,24.4075,12.6607,1.60413,0.0428141,0.260958,0.863375,0.272377,0.99399
28,468.356,1,13.5422,22.8249,24.6987,11.3693,1.54201,0.045253,0.258498,0.90985,0.259876,1.01458
29,472.157,1,13.5658,23.6148,25.1357,12.0796,1.56768,0.045672,0.263076,0.965849,0.259571,0.989846
30,465.851,1,13.6016,26.9898,24.7547,12.3193,1.59538,0.0424187,0.260808,0.930251,0.251944,0.941036
31,466.38,1,13.5807,25.8316,24.6193,12.3545,1.63123,0.0419578,0.264424,0.808007,0.262437,0.968522
32,460.685,1,13.3623,25.0258,24.0593,11.7917,1.60998,0.039441,0.254658,0.805604,0.261377,0.965702
33,458.22,1,13.5743,24.3859,24.2803,11.4585,1.61,0.04043,0.258527,0.798241,0.251778,0.91288
34,456.058,1,13.6071,24.4323,24.4014,12.539,1.60999,0.0408548,0.262761,0.797315,0.253404,0.822959
35,462.376,1,13.6917,26.6362,23.6876,13.7676,1.64167,0.0373903,0.270055,0.920874,0.251641,0.908955
36,459.204,1,13.5686,28.8565,23.6149,12.109,1.69488,0.0349371,0.26343,0.895492,0.243757,0.848667
37,453.118,1,13.5511,28.8057,23.7696,12.6408,1.56313,0.0397604,0.267271,0.851069,0.237681,0.852303
38,461.587,1,13.2754,25.5796,24.2044,14.249,1.61472,0.0385379,0.251643,0.907501,0.275017,0.877048
39,462.739,1,13.3643,25.8082,23.7298,14.0702,1.61479,0.0422291,0.256796,0.881952,0.253882,0.861758
40,463.6,1,13.4704,30.3555,23.8651,12.7057,1.63913,0.0391711,0.27033,0.893605,0.274442,0.814998
41,464.093,1,13.4601,29.9786,23.657,12.738,1.63916,0.040712,0.263269,0.858136,0.288521,0.803349
42,454.485,1,13.4724,27.5711,23.5954,12.4702,1.67562,0.0330553,0.258797,0.832511,0.276609,0.796659
43,455.886,1,13.5295,24.8492,23.6258,13.1013,1.6756,0.0326247,0.256412,0.817449,0.275111,0.881241
44,464.023,1,13.5321,22.9746,24.332,11.8082,1.59374,0.0381127,0.264733,0.96142,0.271772,0.933339
45,461.042,1,13.5601,22.7367,24.3708,12.5131,1.59385,0.0431921,0.257965,0.855716,0.24256,0.893241
46,465.384,1,13.5334,22.0775,23.9751,13.456,1.64575,0.041313,0.252464,0.819464,0.282549,0.893339
47,459.736,1,13.5551,23.8437,24.2196,13.0752,1.49241,0.0479782,0.255044,0.763152,0.280707,0.863523
48,460.148,1,13.5703,22.827,24.5658,13.1802,1.49244,0.0488231,0.255423,0.748187,0.277857,0.858772
49,462.305,1,13.5925,20.9855,24.4151,12.6538,1.53495,0.0447349,0.255618,0.834721,0.327109,0.767889
50,469.207,1,13.5158,21.0584,24.9253,12.0903,1.53509,0.0508582,0.264388,0.826245,0.327155,0.725924
51,473.57,1,13.6341,19.8546,25.2025,12.4038,1.55012,0.0480804,0.262709,0.965972,0.326887,0.785767
52,477.079,1,13.5656,20.6321,24.657,12.2484,1.60841,0.0435205,0.256058,1.05657,0.343205,0.827319
53,475.952,1,13.5305,22.9197,24.2285,12.3055,1.68785,0.0357579,0.261614,1.04229,0.355975,0.86041
54,464.181,1,13.536,23.377,24.2521,12.9137,1.64032,0.0356836,0.267749,0.967421,0.329917,0.759458
55,464.13,1,13.419,25.7262,24.2525,13.4429,1.5597,0.0403181,0.264473,1.00749,0.318238,0.762666
56,468.082,1,13.5894,27.9114,24.0131,13.3175,1.59862,0.038675,0.261212,1.02548,0.318459,0.849447
57,464.851,1,13.5356,24.8152,24.2743,13.3426,1.672,0.0353341,0.261237,0.976821,0.319878,0.756841
58,461.313,1,13.6456,24.7386,23.7002,14.0169,1.62709,0.0355588,0.260587,0.911068,0.337545,0.770779
59,455.155,1,13.5293,23.7623,24.1755,13.1134,1.62235,0.0313041,0.256807,0.969874,0.345589,0.706631
60,455.388,1,13.5877,23.5051,24.5453,14.2503,1.62242,0.0336089,0.260985,0.945846,0.321306,0.701417
