parameter,value,se_sa,rse_sa
Cl_pop,22.3212064423158,3.76929345494987,16.8866027232478
beta_Cl_logtWTKG,1.07744185183616,0.437896466617237,40.6422365968967
beta_Cl_tSCRMGDL,-0.483534251865724,0.156748793362082,32.4173091683297
V1_pop,24.4594903298651,2.0271250672314,8.28768318510819
Q_pop,23.4,,
V2_pop,13.000428242028,3.92759765257857,30.2112944239896
beta_V2_logtWTKG,-3.5074649900345,2.5781763851729,73.5054061123369
omega_Cl,0.187241191315178,0.0359503074702905,19.1999993258835
omega_V1,0.228360263886365,0.0745044314863895,32.6258300014331
omega_Q,1.08869422296775,0.347950086096134,31.9603134429822
omega_V2,0.903353383765478,0.255863453305005,28.3237388494058
a,1.44485914598685,0.27041015188322,18.7153296315627
b,0.0494622105115108,0.0158722948740524,32.089740247979
