standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.72075,0.184571,-2.16114,0.0383097,-2.83227,0.0174026,-2.57572,0.019522,All
-1.44847,0.158204,-1.78633,0,-2.41971,0.0522077,-2.20796,0.0585661,All
-1.17618,0.448243,-1.41151,0.229858,-2.00716,0.0522077,-1.84019,0.0585661,All
-0.903891,0.29004,-1.0367,0.229858,-1.59461,0.208831,-1.47243,0.136654,All
-0.631603,0.448243,-0.661887,0.459716,-1.18205,0.174026,-1.10467,0.234264,All
-0.359315,0.29004,-0.287074,0.498026,-0.769499,0.139221,-0.736903,0.507573,All
-0.0870273,0.0527345,0.0877387,0.421407,-0.356945,0.417662,-0.36914,0.409963,All
0.185261,0.263673,0.462552,0.344787,0.055608,0.400259,-0.0013764,0.312353,All
0.457549,0.448243,0.837365,0.210703,0.468161,0.469869,0.366387,0.331875,All
0.729836,0.263673,1.21218,0.191548,0.880715,0.400259,0.73415,0.214742,All
1.00212,0.474611,1.58699,0.0766194,1.29327,0.156623,1.10191,0.331875,All
1.27441,0.448243,1.9618,0.0383097,1.70582,0.0870128,1.46968,0.234264,All
1.5467,0.184571,2.33662,0.134084,2.11838,0.0348051,1.83744,0.0780881,All
