standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.60008,0.267786,-1.89556,0.122563,-2.45682,0.0135792,-2.52583,0.0213214,All
-1.30517,0.438196,-1.48552,0.0875448,-1.92811,0.108634,-2.1891,0.0213214,All
-1.01025,0.0486884,-1.07547,0.262634,-1.3994,0.230847,-1.85237,0.127928,All
-0.715337,0.29213,-0.665425,0.455233,-0.870688,0.203688,-1.51564,0.255856,All
-0.420421,0.779015,-0.255378,0.455233,-0.341977,0.339481,-1.17892,0.234535,All
-0.125505,0.146065,0.154668,0.297652,0.186735,0.461694,-0.84219,0.362463,All
0.16941,0.267786,0.564715,0.33267,0.715446,0.366639,-0.505462,0.341142,All
0.464326,0.194754,0.974761,0.280143,1.24416,0.244426,-0.168734,0.213214,All
0.759242,0.29213,1.38481,0.140072,1.77287,0.0407377,0.167993,0.31982,All
1.05416,0.438196,1.79485,0.0350179,2.30158,0.0135792,0.504721,0.213214,All
1.34907,0.267786,2.2049,0.0875448,2.83029,0,0.841448,0.383784,All
1.64399,0.121721,2.61495,0.0350179,3.359,0,1.17818,0.533034,All
1.9389,0.0973768,3.02499,0.0350179,3.88771,0.0135792,1.5149,0.170571,All
