iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,omega_Cl,omega_Q,omega_V1,omega_V2
28,-448.932,1,13.6321,3.10667,29.3685,36.2362,0.169102,0.246706,2.25803,0.104588,1.60103e-07
29,-449.591,1,13.6147,2.75206,29.424,36.2362,0.167479,0.255387,2.17143,0.111556,1.56296e-07
30,-450.094,1,13.74,2.25709,29.1948,36.2362,0.165147,0.243272,2.39009,0.108441,1.64027e-07
31,-443.829,1,13.7514,2.41955,28.2447,36.2362,0.171607,0.242843,2.63625,0.0937655,1.68643e-07
32,-442.016,1,13.685,2.94763,28.312,36.2362,0.168513,0.241571,2.52072,0.103842,1.89692e-07
33,-445.154,1,13.7586,3.27168,28.1399,36.2362,0.169402,0.224986,2.61535,0.105539,1.6856e-07
34,-444.478,1,13.6849,3.51934,28.2479,36.2362,0.173835,0.227965,2.24075,0.111183,1.6145e-07
35,-450.63,1,13.5953,2.98494,28.4419,36.2362,0.171567,0.228511,2.25543,0.109247,1.4353e-07
36,-454.71,1,13.6354,2.66907,28.5035,36.2362,0.169307,0.222565,2.13993,0.108971,1.47169e-07
37,-458.701,1,13.5551,2.96761,28.6309,36.2362,0.162647,0.231887,2.11286,0.104512,1.66132e-07
38,-464.122,1,13.6735,2.98096,28.7962,36.2362,0.158635,0.234536,1.97062,0.100844,1.76978e-07
39,-456.587,1,13.7782,3.33204,28.6799,36.2362,0.160555,0.231084,2.06313,0.114306,1.81029e-07
40,-455.327,1,13.7966,3.53332,28.1707,36.2362,0.158834,0.246317,2.09475,0.107432,1.97998e-07
41,-449.982,1,13.7387,3.56412,28.0189,36.2362,0.16731,0.235356,2.1122,0.0958579,2.01485e-07
42,-450.107,1,13.6029,3.47573,28.1389,36.2362,0.167257,0.239579,2.16461,0.0976927,1.89092e-07
43,-450.845,1,13.5802,2.56171,28.0742,36.2362,0.163145,0.232034,2.35306,0.0991714,2.00428e-07
44,-451.948,1,13.5543,3.27078,28.3778,36.2362,0.157351,0.244024,2.52392,0.100025,2.10946e-07
45,-451.318,1,13.4424,3.16209,28.5097,36.2362,0.159645,0.250384,2.26861,0.102424,2.09133e-07
46,-456.924,1,13.6512,2.90714,28.8964,36.2362,0.160322,0.243386,2.48818,0.0899231,1.80709e-07
47,-465.696,1,13.7407,3.01565,28.6008,36.2362,0.156288,0.236175,2.27414,0.0846864,1.88175e-07
48,-448.538,1,13.9108,2.97333,28.3079,36.2362,0.16413,0.23583,2.34363,0.0914921,2.23556e-07
49,-442.392,1,13.6131,3.05824,27.9636,36.2362,0.162262,0.254406,2.37814,0.106604,2.30415e-07
50,-437.01,1,13.6062,2.95664,28.0235,36.2362,0.160882,0.260093,2.41848,0.112673,2.64079e-07
51,-428.793,1,13.6415,2.96853,28.0906,36.2362,0.165782,0.254563,2.25595,0.122599,2.91995e-07
52,-435.426,1,13.637,2.82358,28.0636,36.2362,0.158908,0.243623,2.12982,0.13328,3.07254e-07
53,-441.05,1,13.6274,3.03355,28.0279,36.2362,0.157356,0.245132,2.09923,0.126311,2.87456e-07
54,-441.186,1,13.5812,2.58658,28.3599,36.2362,0.156595,0.241156,2.2709,0.135026,2.5896e-07
55,-437.881,1,13.5562,2.55686,28.5648,36.2362,0.160177,0.244898,2.20698,0.139861,2.46928e-07
56,-441.344,1,13.4734,2.94969,28.143,36.2362,0.157964,0.251464,2.19601,0.127263,2.57256e-07
57,-440.794,1,13.5074,2.51608,28.3578,36.2362,0.155584,0.250179,2.28209,0.139599,2.53063e-07
58,-440.008,1,13.6061,2.39192,28.3294,36.2362,0.159131,0.246973,2.4285,0.132213,2.28065e-07
59,-442.913,1,13.6419,1.99838,28.7108,36.2362,0.158422,0.239782,2.37853,0.120155,2.46061e-07
60,-440.516,1,13.5037,2.36868,28.4819,36.2362,0.163647,0.232522,2.20724,0.120282,2.43523e-07
61,-430.968,1,13.3751,2.76131,28.3076,36.2362,0.170089,0.251359,2.32905,0.11185,2.5036e-07
62,-436.823,1,13.5228,3.07886,27.8326,36.2362,0.165528,0.247829,2.084,0.111149,2.76553e-07
63,-434.832,1,13.5414,4.10056,27.687,36.2362,0.162778,0.254431,2.12311,0.115461,3.00772e-07
64,-438.952,1,13.743,3.54154,27.8076,36.2362,0.161461,0.23747,2.14769,0.109862,3.06424e-07
65,-431.871,1,13.7014,3.8544,28.0222,36.2362,0.167227,0.241684,1.89094,0.116177,3.31721e-07
66,-445.32,1,13.6194,3.57937,28.5271,36.2362,0.157719,0.239716,1.90641,0.11668,2.99742e-07
67,-446.465,1,13.5709,3.4078,28.1295,36.2362,0.161609,0.246582,1.99711,0.125462,2.15139e-07
68,-449.883,1,13.4714,2.91869,28.4937,36.2362,0.15923,0.241181,2.32773,0.119127,1.9385e-07
69,-449.916,1,13.7466,3.83187,29.1899,36.2362,0.159813,0.23051,2.15053,0.116231,2.19884e-07
70,-440.808,1,13.7961,2.87909,29.0733,36.2362,0.1669,0.237402,2.39225,0.107379,2.16931e-07
71,-441.432,1,13.7042,3.07887,29.5941,36.2362,0.166616,0.23947,2.49271,0.110184,1.99028e-07
72,-438.859,1,13.7614,2.34948,29.7154,36.2362,0.171086,0.251103,2.15572,0.123019,1.82725e-07
73,-437.006,1,13.5344,2.72021,29.5168,36.2362,0.173782,0.261725,2.07771,0.109513,1.97878e-07
74,-446.541,1,13.6839,2.36979,29.6873,36.2362,0.167973,0.258919,2.0786,0.106453,1.83548e-07
75,-453.237,1,13.7539,2.56003,29.6614,36.2362,0.167363,0.257727,1.86171,0.101472,1.76593e-07
76,-442.297,1,13.8377,2.78825,29.4721,36.2362,0.176242,0.250581,2.06678,0.0898754,1.95067e-07
77,-445.296,1,13.9529,2.98502,29.7039,36.2362,0.173095,0.254555,2.20445,0.0832496,1.95947e-07
78,-441.382,1,13.6479,2.10138,29.7277,36.2362,0.171283,0.246777,2.36945,0.0888005,2.13952e-07
79,-445.24,1,13.8021,1.94052,29.5021,36.2362,0.171976,0.239861,2.38922,0.0900368,1.8479e-07
80,-455.297,1,13.696,2.32347,29.4575,36.2362,0.16706,0.240218,2.29747,0.0861711,1.7064e-07
81,-465.442,1,13.6181,2.52024,29.6247,36.2362,0.166563,0.238751,2.06352,0.0811964,1.47269e-07
82,-468.993,1,13.5799,2.46935,28.4186,36.2362,0.165024,0.224663,2.08036,0.0844204,1.40233e-07
83,-473.063,1,13.5752,2.61431,28.0076,36.2362,0.161249,0.233952,2.2715,0.0838317,1.24597e-07
84,-469.902,1,13.4592,2.42707,28.1728,36.2362,0.162226,0.237979,2.40275,0.075354,1.38047e-07
85,-470.017,1,13.5132,2.56485,28.1501,36.2362,0.165055,0.249235,2.41666,0.0726389,1.22089e-07
86,-473.757,1,13.6056,2.78895,28.0586,36.2362,0.164286,0.237215,2.46016,0.0797405,1.0421e-07
87,-486.411,1,13.6856,3.04054,28.3323,36.2362,0.158485,0.241807,2.12997,0.0855434,8.95662e-08
88,-480.55,1,13.5529,2.80282,28.548,36.2362,0.162265,0.239171,2.0222,0.108063,7.9688e-08
89,-479.666,1,13.6579,3.07179,28.3511,36.2362,0.164759,0.252438,1.89928,0.101988,8.00487e-08
90,-487.207,1,13.6516,3.66979,28.7964,36.2362,0.158662,0.25011,1.8987,0.109051,7.37119e-08
91,-479.56,1,13.7685,3.57225,28.7133,36.2362,0.159959,0.233227,2.11665,0.128432,7.39808e-08
92,-473.246,1,13.6712,2.99992,28.4844,36.2362,0.161031,0.240025,2.20086,0.13657,7.70965e-08
93,-471.886,1,13.5565,3.09862,28.1916,36.2362,0.157538,0.252247,2.277,0.140623,8.219e-08
94,-469.041,1,13.5829,2.41926,28.0247,36.2362,0.160086,0.245672,2.47235,0.121146,9.00892e-08
95,-463.017,1,13.621,3.19983,27.7476,36.2362,0.167589,0.25042,2.23883,0.113912,9.63918e-08
96,-462.315,1,13.6427,2.78035,28.4014,36.2362,0.165089,0.255115,2.36148,0.120782,9.47774e-08
97,-468.699,1,13.6004,2.66275,28.7271,36.2362,0.15686,0.249072,2.08416,0.139552,1.0458e-07
98,-464.878,1,13.558,2.21254,29.1278,36.2362,0.15496,0.240829,2.28869,0.152449,1.10174e-07
99,-470.542,1,13.5649,3.16374,28.5757,36.2362,0.153195,0.244487,2.23405,0.144135,1.0429e-07
100,-460.168,1,13.5195,2.56854,28.0452,36.2362,0.156504,0.25012,2.33098,0.136239,1.28492e-07
101,-461.05,1,13.6462,2.56051,28.003,36.2362,0.155454,0.25122,2.58636,0.137514,1.15489e-07
102,-458.184,1,13.592,2.88902,27.8531,36.2362,0.155654,0.252766,2.7878,0.13406,1.19262e-07
103,-465.412,1,13.5952,2.30115,28.2498,36.2362,0.16078,0.239492,2.57852,0.116266,1.01527e-07
104,-470.021,1,13.5459,2.52166,28.5358,36.2362,0.160105,0.230838,2.30875,0.118836,1.01229e-07
105,-467.803,1,13.5149,2.59652,28.1869,36.2362,0.160103,0.23788,2.19922,0.123831,1.06567e-07
106,-456.715,1,13.5486,2.89537,28.4946,36.2362,0.164063,0.238104,2.22046,0.13764,1.18572e-07
107,-456.944,1,13.5124,2.83837,28.1161,36.2362,0.162381,0.240143,2.31568,0.124343,1.31739e-07
108,-460.394,1,13.5343,2.90695,27.8252,36.2362,0.159437,0.246109,2.19715,0.126304,1.32681e-07
109,-454.795,1,13.398,2.22812,28.5178,36.2362,0.162805,0.239368,2.36548,0.118692,1.43344e-07
110,-448.247,1,13.5696,2.6734,28.0329,36.2362,0.167144,0.241223,2.23088,0.115969,1.63985e-07
111,-453.675,1,13.4938,2.12774,27.9106,36.2362,0.163559,0.244173,2.44029,0.0934288,1.74722e-07
112,-459.941,1,13.5256,2.55837,27.9517,36.2362,0.162745,0.243505,2.51901,0.0790843,1.67663e-07
113,-462.052,1,13.6241,2.87608,27.7747,36.2362,0.1615,0.234295,2.63917,0.0786867,1.63142e-07
114,-459.549,1,13.5379,2.32356,28.4584,36.2362,0.161475,0.235411,2.51443,0.0922741,1.58126e-07
115,-467.416,1,13.6111,2.55955,28.5427,36.2362,0.164509,0.235841,2.32833,0.0771051,1.40348e-07
116,-458.917,1,13.6084,2.4619,29.0326,36.2362,0.164746,0.239243,2.52186,0.0753419,1.72045e-07
117,-460.182,1,13.6378,2.48115,29.2802,36.2362,0.16536,0.239704,2.21756,0.0841905,1.63837e-07
118,-456.273,1,13.8486,2.73786,29.381,36.2362,0.170678,0.23862,2.24101,0.0795004,1.62484e-07
119,-460.562,1,13.8949,2.87642,29.1551,36.2362,0.162988,0.2396,2.23047,0.0840247,1.75824e-07
120,-456.054,1,13.8717,2.7969,29.1795,36.2362,0.160706,0.229871,2.28461,0.104056,1.82732e-07
121,-454.261,1,13.769,2.49603,29.093,36.2362,0.163686,0.238025,2.35551,0.100933,1.67772e-07
122,-453.614,1,13.7087,2.89368,29.1759,36.2362,0.166014,0.253103,2.09618,0.101145,1.66099e-07
123,-450.371,1,13.7112,2.94608,28.9057,36.2362,0.171601,0.232948,2.0393,0.0971451,1.76427e-07
124,-445.688,1,13.5958,3.2561,28.7561,36.2362,0.175452,0.237097,1.99658,0.0986642,1.7837e-07
125,-455.286,1,13.5811,3.03565,28.1286,36.2362,0.169348,0.236807,1.9388,0.0897016,1.81668e-07
126,-459.782,1,13.5374,3.44427,28.1948,36.2362,0.165524,0.246338,2.01596,0.0866307,1.71695e-07
127,-458.173,1,13.5005,3.37139,27.8598,36.2362,0.160822,0.23697,2.06334,0.104235,1.81778e-07
128,-461.229,1,13.6308,3.13421,28.0368,36.2362,0.159749,0.231591,2.05852,0.116497,1.56836e-07
129,-463.857,1,13.6677,3.08524,28.0129,36.2362,0.161265,0.233461,2.10979,0.115539,1.32493e-07
130,-458.822,1,13.7269,3.4029,28.1862,36.2362,0.165579,0.232049,2.12534,0.115573,1.33537e-07
131,-457.7,1,13.6817,2.98192,28.2784,36.2362,0.165096,0.226294,1.92842,0.13214,1.39445e-07
132,-457.469,1,13.6943,3.31491,28.0961,36.2362,0.165194,0.230863,1.989,0.138224,1.27216e-07
133,-455.608,1,13.7243,3.55356,28.0073,36.2362,0.166272,0.248375,2.17569,0.128886,1.18633e-07
134,-464.868,1,13.5246,3.12913,28.0831,36.2362,0.156744,0.252427,2.34824,0.138762,1.05117e-07
135,-460.989,1,13.5125,2.84859,27.9921,36.2362,0.160862,0.24719,2.07462,0.14123,1.16281e-07
136,-469.499,1,13.4616,2.72135,27.7188,36.2362,0.157715,0.239619,2.08348,0.13211,1.08255e-07
137,-469.955,1,13.583,3.33725,27.5679,36.2362,0.154718,0.238492,2.17978,0.133346,1.1382e-07
138,-471.618,1,13.5326,3.19543,28.4513,36.2362,0.154628,0.242613,1.9365,0.132722,1.2013e-07
139,-476.493,1,13.5596,3.42222,28.0003,36.2362,0.15218,0.244317,1.92891,0.112497,1.32171e-07
140,-471.58,1,13.5075,3.10752,28.1013,36.2362,0.155598,0.240621,1.95202,0.115181,1.3353e-07
141,-471.274,1,13.5274,2.89698,28.4891,36.2362,0.157346,0.24799,2.11992,0.124168,1.04554e-07
142,-454.011,1,13.6343,3.13435,27.8772,36.2362,0.166467,0.258692,2.5286,0.12644,1.04625e-07
143,-456.216,1,13.7839,3.37688,28.4758,36.2362,0.164545,0.256386,2.42028,0.137607,1.00952e-07
144,-460.607,1,13.6731,2.71573,28.6786,36.2362,0.16302,0.254419,2.20887,0.132426,1.0581e-07
145,-470.081,1,13.8702,2.71217,28.7929,36.2362,0.158639,0.24576,2.21695,0.133246,9.31401e-08
146,-465.624,1,13.7744,3.14574,28.7944,36.2362,0.162086,0.246147,2.09837,0.129438,1.03141e-07
147,-463.588,1,13.4423,3.38757,28.3374,36.2362,0.167858,0.252993,1.96955,0.124404,9.6504e-08
148,-464.296,1,13.5206,3.3602,28.7721,36.2362,0.164995,0.260512,1.93197,0.135952,9.46734e-08
149,-467.417,1,13.4567,3.44135,28.1066,36.2362,0.162357,0.258425,1.87569,0.148744,8.91884e-08
150,-477.631,1,13.5748,3.01639,28.548,36.2362,0.156629,0.253566,1.84381,0.138545,8.76154e-08
151,-470.374,1,13.7515,3.02173,29.0648,36.2362,0.16213,0.237319,2.03855,0.120603,1.00712e-07
152,-469.875,1,13.743,3.39246,28.4854,36.2362,0.168015,0.242684,2.07054,0.114001,8.4211e-08
153,-473.948,1,13.6849,3.22985,28.7195,36.2362,0.161949,0.238624,2.13879,0.125359,8.20792e-08
154,-467.272,1,13.7002,2.66597,28.2634,36.2362,0.161382,0.246497,2.38864,0.132003,8.62005e-08
155,-471.499,1,13.5499,2.57989,28.4046,36.2362,0.159751,0.248031,2.30535,0.127127,8.50827e-08
156,-470.849,1,13.5105,3.07532,28.3358,36.2362,0.157905,0.248915,2.33325,0.132038,8.83697e-08
157,-465.714,1,13.5175,3.03981,28.6337,36.2362,0.162839,0.252643,2.28684,0.117564,9.84362e-08
158,-466.87,1,13.566,2.87693,27.8031,36.2362,0.163112,0.244232,2.34924,0.115806,9.58565e-08
159,-472.509,1,13.5157,2.7221,27.953,36.2362,0.158805,0.241165,2.50609,0.118296,8.66739e-08
160,-467.347,1,13.6185,2.74713,28.0777,36.2362,0.162494,0.239327,2.54174,0.109108,9.6624e-08
161,-468.367,1,13.5512,2.3679,27.9827,36.2362,0.160778,0.242365,2.70291,0.10503,9.60166e-08
162,-479.53,1,13.5995,2.65227,27.7953,36.2362,0.153468,0.234216,2.60713,0.101299,9.73263e-08
163,-472.037,1,13.6081,2.35784,28.0103,36.2362,0.152811,0.257774,2.78742,0.113448,9.72795e-08
164,-466.872,1,13.5866,2.24448,27.9964,36.2362,0.159111,0.239541,2.72766,0.110721,1.02177e-07
165,-471.649,1,13.5099,2.65792,27.6603,36.2362,0.154435,0.25579,2.64872,0.119708,9.29586e-08
166,-482.925,1,13.6884,2.78165,28.6106,36.2362,0.154102,0.243967,2.26416,0.115367,8.22995e-08
167,-473.736,1,13.5602,2.68121,28.7949,36.2362,0.160625,0.252806,2.14695,0.121041,8.45643e-08
168,-473.516,1,13.7113,2.8974,28.307,36.2362,0.16167,0.252208,2.11999,0.128049,7.86199e-08
169,-479.368,1,13.7993,2.77196,29.0424,36.2362,0.160776,0.228806,1.97083,0.129663,7.83096e-08
170,-478.283,1,13.7821,2.89026,29.3333,36.2362,0.159105,0.227434,2.05437,0.131054,8.25433e-08
171,-476.508,1,13.643,2.81542,28.8384,36.2362,0.161452,0.238405,1.94412,0.130418,8.12517e-08
172,-468.549,1,13.7296,2.9149,29.5675,36.2362,0.165551,0.252756,1.95104,0.128085,8.72226e-08
173,-480.003,1,13.8543,2.74665,29.2575,36.2362,0.162559,0.2354,2.02186,0.107136,8.22842e-08
174,-474.758,1,13.606,2.25762,29.2325,36.2362,0.163267,0.242179,2.14284,0.101554,9.2384e-08
175,-464.239,1,13.7041,2.51513,29.0503,36.2362,0.169151,0.231231,2.36683,0.0971916,1.05097e-07
176,-476.813,1,13.7846,2.86686,28.6304,36.2362,0.165605,0.228026,2.399,0.0840022,9.08457e-08
177,-474.962,1,13.6264,2.50134,28.7082,36.2362,0.164188,0.231976,2.33386,0.0956735,9.02574e-08
178,-471.271,1,13.7727,2.74302,28.5065,36.2362,0.162123,0.24789,2.30679,0.110641,9.01635e-08
179,-468.585,1,13.6724,2.76434,28.7282,36.2362,0.162295,0.242153,2.33487,0.111578,9.82648e-08
180,-463.969,1,13.6643,2.34268,28.3302,36.2362,0.16475,0.233324,2.46339,0.105469,1.08997e-07
181,-460.191,1,13.7317,1.70149,29.2177,36.2362,0.160925,0.239366,2.91382,0.114794,1.07768e-07
182,-460.839,1,13.6595,1.69224,29.3821,36.2362,0.164952,0.235557,2.6647,0.115747,1.00207e-07
183,-462.847,1,13.7408,2.06116,29.141,36.2362,0.158787,0.246956,2.63319,0.127665,1.03076e-07
184,-450.709,1,13.5718,1.85941,28.9661,36.2362,0.162872,0.24838,3.09895,0.124329,1.15072e-07
185,-464.573,1,13.6264,2.28496,28.8287,36.2362,0.159164,0.237487,2.60001,0.113824,1.13326e-07
186,-457.854,1,13.6686,1.90609,29.0352,36.2362,0.160332,0.243179,2.63662,0.122699,1.21219e-07
187,-456.986,1,13.5917,2.1025,28.7747,36.2362,0.160197,0.245068,2.42875,0.125259,1.32334e-07
188,-454.493,1,13.622,1.86752,28.4228,36.2362,0.159327,0.244101,2.63949,0.138001,1.24583e-07
189,-458.106,1,13.6351,2.91723,28.4128,36.2362,0.159989,0.240404,2.70192,0.137461,1.07281e-07
190,-453.625,1,13.5616,2.77669,28.3326,36.2362,0.159194,0.244834,2.60416,0.140199,1.28204e-07
191,-443.958,1,13.7385,2.84238,28.7125,36.2362,0.166515,0.238138,2.50726,0.154015,1.31327e-07
192,-450.326,1,13.7566,2.88027,28.7468,36.2362,0.166276,0.229775,2.51572,0.140195,1.21569e-07
193,-451.653,1,13.8149,3.62304,28.2632,36.2362,0.16971,0.251385,2.16073,0.123213,1.24577e-07
194,-450.752,1,13.8694,3.29295,28.2725,36.2362,0.171508,0.251951,2.344,0.119162,1.14603e-07
195,-457.539,1,13.6957,2.97656,28.6888,36.2362,0.165679,0.230248,2.3254,0.117913,1.25375e-07
196,-455.134,1,13.4456,2.55233,28.9994,36.2362,0.162631,0.243718,2.36634,0.126248,1.31667e-07
197,-457.791,1,13.5283,2.6308,28.5281,36.2362,0.162415,0.237067,2.30128,0.120862,1.34131e-07
198,-460.39,1,13.5416,3.11052,28.4423,36.2362,0.164288,0.246869,2.38815,0.116676,1.10068e-07
199,-466.015,1,13.6381,3.05783,28.2023,36.2362,0.165049,0.24033,2.31317,0.0995899,1.10273e-07
200,-473.346,1,13.5345,3.28918,27.9143,36.2362,0.160742,0.243579,2.13487,0.106094,1.01569e-07
201,-474.403,1,13.7249,3.15162,28.0741,36.2362,0.162006,0.238933,2.09683,0.102581,1.00426e-07
202,-473.613,1,13.769,3.59132,28.1652,36.2362,0.161138,0.240128,1.90045,0.103818,1.15508e-07
203,-464.883,1,13.7627,3.43455,28.3429,36.2362,0.165022,0.243633,1.99597,0.105393,1.23821e-07
204,-469.692,1,13.8271,3.45489,28.8568,36.2362,0.163735,0.239636,1.92045,0.104696,1.17597e-07
205,-470.267,1,13.7449,3.28767,28.6621,36.2362,0.158382,0.243132,2.03301,0.118885,1.1547e-07
206,-471.587,1,13.9205,3.4504,29.0331,36.2362,0.152533,0.249636,2.17779,0.129517,1.15577e-07
207,-463.773,1,13.8485,3.28822,28.6959,36.2362,0.159148,0.246758,2.26595,0.131107,1.11653e-07
208,-460.735,1,13.7788,3.04429,28.631,36.2362,0.159926,0.247158,2.06044,0.148222,1.16531e-07
209,-459.997,1,13.7329,2.83859,29.079,36.2362,0.164511,0.241477,1.89311,0.154131,1.07988e-07
210,-474.304,1,13.7309,3.10487,29.2002,36.2362,0.156493,0.252357,1.97234,0.152317,8.40746e-08
211,-473.258,1,13.6886,3.60162,28.7128,36.2362,0.156263,0.254279,2.09341,0.145282,8.60994e-08
212,-472.083,1,13.6271,3.35508,29.2156,36.2362,0.159906,0.235586,1.99211,0.154273,8.32876e-08
213,-482.311,1,13.6852,3.57686,28.5444,36.2362,0.156595,0.240765,1.99663,0.14358,7.04395e-08
214,-473.184,1,13.5248,2.58604,28.1424,36.2362,0.158313,0.243364,2.20421,0.149036,7.72132e-08
215,-467.335,1,13.4924,2.5751,28.1101,36.2362,0.161167,0.240197,2.1838,0.167521,7.6694e-08
216,-471.251,1,13.6091,2.85989,28.4931,36.2362,0.15494,0.253694,2.31859,0.168213,7.57182e-08
217,-477.289,1,13.6584,2.41955,28.8054,36.2362,0.15385,0.244879,2.40494,0.169661,6.39663e-08
218,-474.388,1,13.6436,2.68483,28.1659,36.2362,0.155907,0.252891,2.36198,0.16794,6.48051e-08
219,-477.69,1,13.5882,2.98341,28.2921,36.2362,0.155052,0.257823,2.07875,0.155045,7.24292e-08
220,-495.487,1,13.6154,3.21468,28.3837,36.2362,0.153847,0.247285,1.90814,0.147899,4.99375e-08
221,-500.953,1,13.6198,2.78544,28.7043,36.2362,0.153405,0.251112,2.04149,0.138207,4.17069e-08
222,-498.111,1,13.673,2.59566,28.8816,36.2362,0.158543,0.248128,2.08932,0.133724,3.84565e-08
223,-498.514,1,13.8497,2.68829,29.0822,36.2362,0.160714,0.238918,1.95504,0.137331,3.77921e-08
224,-491.944,1,13.6904,2.77644,29.0873,36.2362,0.160195,0.242384,2.18068,0.13613,4.27621e-08
225,-489.527,1,13.7257,2.81036,28.7453,36.2362,0.162444,0.245614,2.14134,0.133581,4.36619e-08
226,-497.231,1,13.5755,2.38578,28.7333,36.2362,0.15793,0.248027,2.17925,0.138846,3.74408e-08
227,-494.644,1,13.6164,2.79509,28.5205,36.2362,0.1643,0.239427,2.07138,0.126888,3.83917e-08
228,-488.151,1,13.6184,2.08241,28.4635,36.2362,0.161774,0.240282,2.4432,0.129098,4.34376e-08
229,-490.938,1,13.5612,2.40461,29.6646,36.2362,0.166104,0.234414,2.07642,0.126047,4.17306e-08
230,-481.726,1,13.6876,2.7902,29.4141,36.2362,0.168336,0.24154,2.18844,0.123919,4.90451e-08
231,-481.979,1,13.5637,2.32659,28.5435,36.2362,0.16817,0.241954,2.22303,0.127471,4.67408e-08
232,-489.82,1,13.6857,2.32117,28.7799,36.2362,0.160042,0.236192,2.22371,0.116861,5.41168e-08
233,-484.856,1,13.79,2.57116,28.8741,36.2362,0.157586,0.238506,2.41462,0.123421,6.05026e-08
234,-484.736,1,13.6165,2.54236,28.788,36.2362,0.157886,0.238328,2.51129,0.120223,5.93256e-08
235,-481.952,1,13.806,3.07044,28.6902,36.2362,0.159329,0.252814,2.34848,0.112217,6.6564e-08
236,-480.639,1,13.7517,3.17577,29.011,36.2362,0.15958,0.247471,2.27382,0.108866,7.49233e-08
237,-479.702,1,13.6628,2.69453,28.3991,36.2362,0.163021,0.246406,2.3306,0.10154,7.1451e-08
238,-482.875,1,13.4912,2.83012,27.9007,36.2362,0.162189,0.246838,2.26046,0.0928815,7.45789e-08
239,-480.24,1,13.5909,3.11787,27.8357,36.2362,0.163015,0.257224,2.06947,0.0967617,7.9469e-08
240,-478.812,1,13.5951,3.53768,28.1058,36.2362,0.165066,0.251065,1.99234,0.0984383,8.08828e-08
241,-475.766,1,13.5318,2.78684,28.8268,36.2362,0.167035,0.249483,2.00706,0.112299,7.3011e-08
242,-480.467,1,13.7378,2.70942,28.8332,36.2362,0.16578,0.244091,2.18386,0.109368,6.29929e-08
243,-492.478,1,13.7414,3.09573,28.5934,36.2362,0.158375,0.236201,1.95037,0.0951028,7.38858e-08
