standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.63287,0.170795,-1.60828,0.151487,-3.05949,0.0329363,-2.40907,0.0167937,All
-1.33862,0.268392,-1.27653,0.259691,-2.62353,0,-1.98156,0.0335875,All
-1.04437,0.292792,-0.944771,0.23805,-2.18756,0.0494045,-1.55405,0.13435,All
-0.750124,0.317191,-0.613016,0.389537,-1.7516,0.197618,-1.12654,0.2687,All
-0.455874,0.609983,-0.281261,0.714151,-1.31564,0.279959,-0.699026,0.386256,All
-0.161625,0.292792,0.0504937,0.584305,-0.87968,0.296427,-0.271516,0.470224,All
0.132625,0.317191,0.382249,0.259691,-0.443719,0.345832,0.155994,0.40305,All
0.426874,0.219594,0.714003,0.108205,-0.00775742,0.559918,0.583504,0.40305,All
0.721124,0.414788,1.04576,0.0649228,0.428204,0.263491,1.01101,0.201525,All
1.01537,0.195195,1.37751,0.0649228,0.864165,0.247023,1.43852,0.100762,All
1.30962,0.170795,1.70927,0.173128,1.30013,0.131745,1.86603,0.0503812,All
1.60387,0.34159,2.04102,0.151487,1.73609,0.0329363,2.29354,0.0335875,All
1.89812,0.0487986,2.37278,0.0865638,2.17205,0.0329363,2.72105,0.0167937,All
