parameter,value
Cl_pop,13.4689345292828
V1_pop,20.8903476807989
beta_V1_logtPROGDL,-2.11554582581783
beta_V1_logtSCRMGDL,0.815872876888576
Q_pop,23.6589552898349
beta_Q_logtIMCKGM2,4.74840149454141
V2_pop,9.9486879091193
beta_V2_SEXF_1,0.835753755211449
beta_V2_logtSCRMGDL,-1.13690502588446
omega_Cl,0.25925224572375
omega_V1,0.217958617482615
omega_Q,0.80943751477318
omega_V2,0.403991147487833
a,1.57060817879348
b,0.0331197832538238
