pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.40795,0.144329,-3.15059,0.0108158,-1.66568,0.0598603,All
-0.984532,0.519585,-2.93828,0,-1.25732,0.329232,All
-0.561117,0.635048,-2.72597,0.0108158,-0.84896,0.478882,All
-0.137701,0.144329,-2.51366,0.0216316,-0.440602,0.508813,All
0.285714,0.461853,-2.30135,0.0324475,-0.032244,0.149651,All
0.709129,0.230926,-2.08904,0.0648949,0.376114,0.448952,All
1.13254,0.115463,-1.87673,0.0865266,0.784472,0.299302,All
1.55596,0.173195,-1.66442,0.0973424,1.19283,0.119721,All
1.97937,0.0577316,-1.45211,0.113566,1.60119,0.179581,All
2.40279,0.115463,-1.23981,0.194685,2.00955,0.119721,All
,,-1.0275,0.329883,,,All
,,-0.815188,0.248764,,,All
,,-0.602879,0.286619,,,All
,,-0.39057,0.319067,,,All
,,-0.178261,0.38937,,,All
,,0.0340485,0.421817,,,All
,,0.246357,0.38937,,,All
,,0.458667,0.324475,,,All
,,0.670976,0.38937,,,All
,,0.883285,0.33529,,,All
,,1.09559,0.227132,,,All
,,1.3079,0.162237,,,All
,,1.52021,0.146014,,,All
,,1.73252,0.124382,,,All
,,1.94483,0.0703028,,,All
,,2.15714,0.0270395,,,All
,,2.36945,0.0270395,,,All
,,2.58176,0.00540791,,,All
,,2.79407,0.00540791,,,All
,,3.00638,0.00540791,,,All
