trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.26,2.61032,2.82778,0.481481,2.61032,2.82778,0.26,3.77306,3.24403,0.481481,3.77306,3.24403,0.26,3.27197,3.03697,0.481481,3.27197,3.03697,0.26,3.35748,2.85342,0.481481,3.35748,2.85342,All
0.267677,2.62007,2.82193,0.495698,2.62007,2.82193,0.267677,3.71061,3.24589,0.495698,3.71061,3.24589,0.267677,3.26583,3.03982,0.495698,3.26583,3.03982,0.267677,3.27244,2.84572,0.495698,3.27244,2.84572,All
0.275354,2.62982,2.81608,0.509914,2.62982,2.81608,0.275354,3.64816,3.24774,0.509914,3.64816,3.24774,0.275354,3.2597,3.04266,0.509914,3.2597,3.04266,0.275354,3.18741,2.83801,0.509914,3.18741,2.83801,All
0.28303,2.63957,2.81023,0.52413,2.63957,2.81023,0.28303,3.5857,3.24959,0.52413,3.5857,3.24959,0.28303,3.25357,3.04551,0.52413,3.25357,3.04551,0.28303,3.10237,2.8303,0.52413,3.10237,2.8303,All
0.290707,2.64932,2.80438,0.538346,2.64932,2.80438,0.290707,3.52325,3.25144,0.538346,3.52325,3.25144,0.290707,3.24743,3.04836,0.538346,3.24743,3.04836,0.290707,3.01733,2.82259,0.538346,3.01733,2.82259,All
0.298384,2.65906,2.79853,0.552563,2.65906,2.79853,0.298384,3.4608,3.2533,0.552563,3.4608,3.2533,0.298384,3.2413,3.0512,0.552563,3.2413,3.0512,0.298384,2.9323,2.81488,0.552563,2.9323,2.81488,All
0.306061,2.66881,2.79268,0.566779,2.66881,2.79268,0.306061,3.39835,3.25515,0.566779,3.39835,3.25515,0.306061,3.23516,3.05405,0.566779,3.23516,3.05405,0.306061,2.84726,2.80718,0.566779,2.84726,2.80718,All
0.313737,2.67856,2.78683,0.580995,2.67856,2.78683,0.313737,3.33589,3.257,0.580995,3.33589,3.257,0.313737,3.22903,3.0569,0.580995,3.22903,3.0569,0.313737,2.76222,2.79947,0.580995,2.76222,2.79947,All
0.321414,2.68831,2.78098,0.595211,2.68831,2.78098,0.321414,3.27344,3.25885,0.595211,3.27344,3.25885,0.321414,3.2229,3.05975,0.595211,3.2229,3.05975,0.321414,2.67719,2.79176,0.595211,2.67719,2.79176,All
0.329091,2.69806,2.77513,0.609428,2.69806,2.77513,0.329091,3.21099,3.26071,0.609428,3.21099,3.26071,0.329091,3.21676,3.06259,0.609428,3.21676,3.06259,0.329091,2.59215,2.78405,0.609428,2.59215,2.78405,All
0.336768,2.7078,2.76928,0.623644,2.7078,2.76928,0.336768,3.14854,3.26256,0.623644,3.14854,3.26256,0.336768,3.21063,3.06544,0.623644,3.21063,3.06544,0.336768,2.50711,2.77635,0.623644,2.50711,2.77635,All
0.344444,2.71755,2.76343,0.63786,2.71755,2.76343,0.344444,3.08608,3.26441,0.63786,3.08608,3.26441,0.344444,3.20449,3.06829,0.63786,3.20449,3.06829,0.344444,2.42207,2.76864,0.63786,2.42207,2.76864,All
0.352121,2.72606,2.75758,0.652076,2.72606,2.75758,0.352121,3.05005,3.26627,0.652076,3.05005,3.26627,0.352121,3.19656,3.07114,0.652076,3.19656,3.07114,0.352121,2.37847,2.76093,0.652076,2.37847,2.76093,All
0.359798,2.73133,2.75173,0.666293,2.73133,2.75173,0.359798,3.08319,3.26812,0.666293,3.08319,3.26812,0.359798,3.18389,3.07398,0.666293,3.18389,3.07398,0.359798,2.44336,2.75322,0.666293,2.44336,2.75322,All
0.367475,2.7366,2.74588,0.680509,2.7366,2.74588,0.367475,3.11633,3.26997,0.680509,3.11633,3.26997,0.367475,3.17123,3.07683,0.680509,3.17123,3.07683,0.367475,2.50825,2.74551,0.680509,2.50825,2.74551,All
0.375152,2.74187,2.74003,0.694725,2.74187,2.74003,0.375152,3.14947,3.27182,0.694725,3.14947,3.27182,0.375152,3.15857,3.07968,0.694725,3.15857,3.07968,0.375152,2.57315,2.73781,0.694725,2.57315,2.73781,All
0.382828,2.74713,2.73418,0.708941,2.74713,2.73418,0.382828,3.18261,3.27368,0.708941,3.18261,3.27368,0.382828,3.14591,3.08253,0.708941,3.14591,3.08253,0.382828,2.63804,2.7301,0.708941,2.63804,2.7301,All
0.390505,2.7524,2.72833,0.723158,2.7524,2.72833,0.390505,3.21576,3.27553,0.723158,3.21576,3.27553,0.390505,3.13325,3.08537,0.723158,3.13325,3.08537,0.390505,2.70294,2.72239,0.723158,2.70294,2.72239,All
0.398182,2.75767,2.72248,0.737374,2.75767,2.72248,0.398182,3.2489,3.27738,0.737374,3.2489,3.27738,0.398182,3.12059,3.08822,0.737374,3.12059,3.08822,0.398182,2.76783,2.71468,0.737374,2.76783,2.71468,All
