iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,617.115,1,13.5,31.5,22.7,13.2,1,0.3,0.26,0.826,0.312,0.75
2,600.5,1,13.8945,34.3075,22.4486,14.5215,1.0639,0.189496,0.238315,0.73508,0.260172,0.601247
3,566.179,1,13.7281,36.6213,21.7388,15.2007,0.907823,0.147704,0.273691,0.637156,0.258516,0.703106
4,522.826,1,13.263,35.4334,21.626,13.2487,1.04144,0.100858,0.24275,0.633668,0.226534,0.656049
5,515.33,1,13.3187,40.2584,21.2349,13.291,1.11288,0.087664,0.251476,0.610893,0.220428,0.757496
6,506.58,1,13.4233,35.423,21.6926,14.2403,0.896932,0.0915259,0.249411,0.68435,0.215816,0.757106
7,496.259,1,13.5296,31.0151,22.4387,13.3836,0.959566,0.0802554,0.254869,0.716775,0.218471,0.695696
8,486.91,1,13.592,32.8398,22.0828,14.4616,1.06222,0.0647462,0.257322,0.735457,0.246243,0.697613
9,484.424,1,13.6113,34.5726,21.9636,14.0966,1.16884,0.0577418,0.250412,0.698396,0.253656,0.723013
10,479.449,1,13.4595,35.9522,22.5945,12.8228,1.28127,0.0466444,0.257133,0.688921,0.266526,0.740038
11,485.529,1,13.5192,36.056,22.124,12.7579,1.35728,0.042033,0.26427,0.704523,0.304611,0.793374
12,485.743,1,13.6481,40.691,22.2386,12.5196,1.40282,0.0411325,0.262101,0.726028,0.306637,0.737496
13,475.106,1,13.4347,36.8019,22.5797,12.4983,1.30362,0.0393297,0.252485,0.726801,0.306389,0.752902
14,469.77,1,13.3324,35.346,22.5298,13.7561,1.34383,0.0345218,0.247626,0.7936,0.288947,0.739348
15,466.177,1,13.4933,36.6027,22.9531,13.9397,1.39102,0.0300552,0.251355,0.836525,0.283941,0.735244
16,458.113,1,13.3602,36.5337,23.1483,13.8386,1.29449,0.0306909,0.252415,0.797952,0.290157,0.724912
17,461.18,1,13.4904,37.3405,22.2734,13.2425,1.41119,0.0255695,0.256992,0.777596,0.302289,0.779288
18,465.376,1,13.5133,37.0163,21.7692,13.8541,1.52153,0.0228996,0.254664,0.747911,0.304487,0.806392
19,452.657,1,13.4973,37.2235,22.4734,13.7363,1.39373,0.022972,0.252322,0.771075,0.298253,0.771815
20,457.558,1,13.4756,38.2082,21.9497,13.7674,1.41036,0.0261173,0.249526,0.725247,0.304789,0.729162
21,460.395,1,13.5725,34.4333,21.8717,13.7701,1.55342,0.0215466,0.251153,0.687596,0.314905,0.72953
22,454.71,1,13.4921,35.0119,21.9217,12.8522,1.46903,0.0205348,0.263175,0.805896,0.299009,0.70749
23,458.839,1,13.5066,37.944,21.9217,13.2181,1.55058,0.0179954,0.26336,0.824418,0.310791,0.716548
24,462.416,1,13.5307,38.3839,21.894,13.9211,1.47922,0.0215887,0.256533,0.897877,0.302043,0.756235
25,450.686,1,13.5151,35.9317,21.0235,15.339,1.48123,0.0180873,0.264276,0.785716,0.303436,0.721117
26,454.209,1,13.4283,34.9857,21.9272,14.6797,1.35478,0.0250224,0.250425,0.794258,0.335248,0.68506
27,459.783,1,13.3209,34.9134,22.2091,15.1753,1.3548,0.0264221,0.250351,0.842441,0.341192,0.713599
28,453.992,1,13.3393,36.2791,22.2218,14.1052,1.41395,0.0210678,0.249413,0.863961,0.344282,0.669574
29,455.548,1,13.4194,34.2508,22.1371,14.9164,1.41397,0.0210157,0.25368,0.847575,0.354263,0.676846
30,453.069,1,13.4017,32.9537,22.832,14.9498,1.47406,0.0182976,0.263128,0.811188,0.343434,0.670459
31,445.938,1,13.4101,32.863,23.1818,14.3816,1.53575,0.0124153,0.25655,0.881808,0.330752,0.671927
32,452.542,1,13.5082,30.5637,23.2197,14.0321,1.72696,0.00804464,0.253635,0.831448,0.350988,0.655504
33,452.557,1,13.6523,29.9594,23.4827,13.279,1.72695,0.00736628,0.264719,0.860418,0.336175,0.669441
34,449.857,1,13.6042,28.6915,23.0982,12.894,1.64652,0.0118371,0.261504,0.794593,0.338509,0.603792
35,445.928,1,13.5416,26.4399,22.5557,13.3908,1.59804,0.012722,0.251599,0.799278,0.332683,0.603274
36,451.282,1,13.5253,28.3605,23.0585,13.3195,1.59808,0.0150345,0.24457,0.847024,0.312879,0.65878
37,461.44,1,13.371,27.12,23.8191,12.8126,1.48625,0.0198167,0.252377,0.891916,0.353669,0.700327
38,459.494,1,13.4559,27.2868,23.7003,13.0652,1.4863,0.0207686,0.249888,0.858818,0.345111,0.647397
39,458.658,1,13.4991,28.4029,24.1556,11.9207,1.41833,0.0220376,0.257869,0.876569,0.351806,0.679447
40,455.309,1,13.5144,25.4363,23.3963,12.8378,1.30048,0.0237449,0.261795,0.858667,0.374645,0.739187
41,463.685,1,13.5547,23.1836,23.5022,12.9786,1.36297,0.0242737,0.258613,0.950319,0.343782,0.767703
42,463.943,1,13.5763,26.3691,23.4281,13.4896,1.36299,0.0246966,0.257916,0.993425,0.324323,0.760723
43,459.591,1,13.5672,24.0785,23.5084,14.4499,1.31322,0.0245587,0.267531,0.896721,0.335905,0.809426
44,457.64,1,13.4595,23.2648,23.6302,15.1078,1.31318,0.0234371,0.260743,0.994432,0.340629,0.77757
45,452.997,1,13.4075,21.3243,23.7631,15.7557,1.19624,0.0274265,0.243154,0.993096,0.317928,0.800133
46,453.89,1,13.581,20.1228,24.3753,15.0631,1.25306,0.0248309,0.256805,1.01711,0.337269,0.73123
47,463.182,1,13.5529,20.3034,24.0157,15.2467,1.32704,0.0252408,0.260894,0.936948,0.349746,0.781172
48,460.32,1,13.512,21.9538,24.1349,13.1661,1.32707,0.0253898,0.258434,0.824969,0.346603,0.789497
49,454.083,1,13.4204,21.1686,24.6089,13.0249,1.23452,0.0277068,0.256777,0.821042,0.349566,0.747567
50,448.529,1,13.4481,19.3009,24.985,13.3454,1.23447,0.0264075,0.260222,0.797767,0.310509,0.777234
51,447.333,1,13.3276,20.0293,24.9588,13.8053,1.27429,0.0239137,0.25569,0.773538,0.300973,0.842653
52,451.986,1,13.4327,20.8144,25.5591,14.2086,1.19833,0.0287167,0.257751,0.794034,0.299833,0.876124
53,455.333,1,13.2482,19.3213,25.5219,13.8645,1.19834,0.0282358,0.252301,0.822394,0.307614,0.917861
54,460.368,1,13.3953,20.2905,25.6187,13.1363,1.1983,0.0274463,0.2539,0.901323,0.311909,1.09914
55,464.188,1,13.3814,20.3799,25.4278,12.2,1.33828,0.024577,0.259069,0.825644,0.281915,1.13262
56,462.373,1,13.5143,22.5095,25.1404,12.6945,1.2937,0.0261972,0.261511,0.856872,0.276866,1.08065
57,458.185,1,13.4145,21.1758,24.874,13.6566,1.33634,0.0246437,0.261034,0.844164,0.260678,0.97908
