pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.39562,0.150479,-2.95308,0.00583589,-1.64596,0.0545887,All
-0.908289,0.626998,-2.75634,0.0175077,-1.19817,0.354827,All
-0.420958,0.476518,-2.5596,0.0116718,-0.750373,0.518593,All
0.0663729,0.300959,-2.36287,0.0408512,-0.30258,0.43671,All
0.553704,0.225719,-2.16613,0.0233436,0.145213,0.272944,All
1.04104,0.150479,-1.96939,0.0700307,0.593006,0.300238,All
1.52837,0.175559,-1.77265,0.12839,1.0408,0.19106,All
2.0157,0.0752397,-1.57591,0.151733,1.48859,0.163766,All
2.50303,0.0501598,-1.37917,0.0992101,1.93639,0.109177,All
2.99036,0.0250799,-1.18243,0.192584,2.38418,0.0545887,All
,,-0.98569,0.19842,,,All
,,-0.788951,0.2276,,,All
,,-0.592212,0.262615,,,All
,,-0.395473,0.443527,,,All
,,-0.198733,0.420184,,,All
,,-0.00199403,0.431856,,,All
,,0.194745,0.391004,,,All
,,0.391484,0.367661,,,All
,,0.588224,0.402676,,,All
,,0.784963,0.373497,,,All
,,0.981702,0.29763,,,All
,,1.17844,0.210092,,,All
,,1.37518,0.204256,,,All
,,1.57192,0.110882,,,All
,,1.76866,0.0758665,,,All
,,1.9654,0.0466871,,,All
,,2.16214,0.0116718,,,All
,,2.35888,0.0116718,,,All
,,2.55562,0.0116718,,,All
,,2.75236,0.0116718,,,All
