pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.47527,0.0876641,-1.90806,0.0084064,-1.77706,0.127158,All
-1.33585,0.525985,-1.77148,0.0084064,-1.58482,0.381475,All
-1.19643,0.350657,-1.6349,0.0252192,-1.39258,0.572212,All
-1.05701,1.05197,-1.49832,0.0756576,-1.20035,0.762949,All
-0.917584,2.10394,-1.36174,0.126096,-1.00811,1.39874,All
-0.778163,1.49029,-1.22516,0.109283,-0.815875,0.890107,All
-0.638742,0.876641,-1.08858,0.176534,-0.623638,0.508633,All
-0.499321,0.438321,-0.951998,0.218566,-0.431402,0.190737,All
-0.3599,0.525985,-0.815418,0.395101,-0.239165,0.508633,All
-0.220479,0.438321,-0.678838,0.512791,-0.0469288,0.381475,All
,,-0.542257,0.529603,,,All
,,-0.405677,0.495978,,,All
,,-0.269097,0.622074,,,All
,,-0.132517,0.521197,,,All
,,0.00406337,0.706138,,,All
,,0.140644,0.554823,,,All
,,0.277224,0.529603,,,All
,,0.413804,0.378288,,,All
,,0.550384,0.395101,,,All
,,0.686964,0.302631,,,All
,,0.823545,0.193347,,,All
,,0.960125,0.243786,,,All
,,1.0967,0.151315,,,All
,,1.23329,0.100877,,,All
,,1.36987,0.0588448,,,All
,,1.50645,0.0336256,,,All
,,1.64303,0.0336256,,,All
,,1.77961,0.0252192,,,All
,,1.91619,0.0084064,,,All
,,2.05277,0.0252192,,,All
