iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,654.996,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,645.168,1,28.5439,22.6826,15.0951,0.95,0.285,-0.61092,0.974679,0.974679,0.974679,0.974679
3,635.767,1,31.2075,23.8567,15.0637,0.9025,0.27075,-0.668155,0.95,0.95,0.95,0.95
4,628.542,1,34.0468,24.1293,17.0041,0.857375,0.257212,-0.769552,0.925945,0.925945,0.925945,0.925945
5,626.399,1,31.7867,24.4873,15.3156,0.814506,0.244352,-0.724133,0.9025,0.9025,0.9025,0.9025
6,609.375,1,34.227,23.0703,13.6889,0.773781,0.232134,-0.780411,0.879648,0.879648,0.879648,0.879648
7,599.078,1,32.5137,21.9055,14.2018,0.735092,0.220528,-0.746167,0.857375,0.857375,0.857375,0.857375
8,581.812,1,30.6415,21.5881,16.5525,0.698337,0.209501,-0.685255,0.835666,0.835666,0.835666,0.835666
9,583.013,1,30.2564,22.1777,14.5878,0.66342,0.199026,-0.680196,0.814506,0.814506,0.814506,0.814506
10,582.581,1,31.7876,21.7792,12.2044,0.630249,0.189075,-0.746761,0.793882,0.793882,0.793882,0.793882
11,575.505,1,30.3023,23.0381,12.7405,0.598737,0.179621,-0.689406,0.773781,0.774518,0.773781,0.773781
12,565.735,1,31.1141,23.0921,14.0564,0.5688,0.17064,-0.696062,0.754188,0.778083,0.754188,0.754188
13,556.082,1,31.0867,22.6157,13.9036,0.54036,0.162108,-0.703214,0.735092,0.766548,0.735092,0.735092
14,549.059,1,30.5423,21.7848,14.5868,0.513342,0.154003,-0.683252,0.716479,0.815934,0.716479,0.716479
15,542.934,1,28.9914,22.4539,14.3239,0.487675,0.146302,-0.636009,0.698337,0.85838,0.698337,0.698337
16,531.27,1,28.7086,23.2075,13.6487,0.463291,0.138987,-0.633145,0.680655,0.836646,0.680655,0.680655
17,541.103,1,29.9308,22.2693,14.8256,0.440127,0.132038,-0.669041,0.66342,0.835311,0.66342,0.673505
18,528.481,1,29.6305,22.7323,14.0241,0.41812,0.125436,-0.652872,0.646622,0.814161,0.646622,0.656452
19,525.526,1,30.7108,23.0341,14.682,0.397214,0.119164,-0.683452,0.630249,0.799364,0.630249,0.667772
20,506.594,1,28.5257,23.1905,14.6488,0.978823,0.107416,-0.606266,0.614291,0.779124,0.614291,0.726074
21,506.826,1,28.9241,23.4472,14.5911,0.929882,0.102045,-0.618059,0.598737,0.759396,0.598737,0.70769
22,488.566,1,29.8023,22.9271,14.0938,0.883388,0.0969426,-0.657182,0.583577,0.748621,0.583577,0.68977
23,501.719,1,29.2337,22.0631,14.3539,1.29906,0.0827991,-0.65525,0.5688,0.790849,0.5688,0.724159
24,490.26,1,32.05,22.6637,13.9961,1.2341,0.0786591,-0.727886,0.554398,0.862157,0.554398,0.721599
25,485.784,1,30.1907,22.9794,13.6634,1.1724,0.0747262,-0.675101,0.54036,0.840327,0.54036,0.727144
26,476.329,1,30.5752,23.6338,13.0836,1.11378,0.0709899,-0.682769,0.526678,0.869476,0.526678,0.797459
27,475.176,1,30.0842,23.8339,13.7691,1.33107,0.0603467,-0.670364,0.513342,0.868701,0.513342,0.799567
28,473.034,1,31.8492,24.5984,12.5496,1.3529,0.0549869,-0.724993,0.500344,0.980502,0.500344,0.816251
29,467.163,1,31.62,24.3381,13.431,1.3962,0.052296,-0.709648,0.487675,0.955676,0.487675,0.795583
30,460.746,1,32.2176,24.155,14.3704,1.35542,0.0515481,-0.724175,0.475327,0.931477,0.475327,0.775438
31,458.312,1,30.4906,22.5906,16.1453,1.33706,0.0503337,-0.681214,0.463291,0.941687,0.463291,0.755804
32,454.405,1,29.7085,22.4293,15.0856,1.37196,0.0498908,-0.657992,0.45156,0.917843,0.45156,0.736666
33,458.034,1,31.0972,22.9727,14.1125,1.46527,0.0433612,-0.686814,0.440127,0.981418,0.440127,0.744687
34,448.134,1,31.2465,23.2776,13.8084,1.45168,0.0415471,-0.696268,0.428982,0.956568,0.428982,0.742794
35,459.678,1,32.3652,23.3223,14.4797,1.54358,0.0413986,-0.736785,0.41812,0.935542,0.41812,0.782166
36,460.999,1,32.108,23.0364,12.3897,1.5437,0.0446121,-0.730331,0.407533,0.911853,0.407533,0.762361
37,452.836,1,31.6306,23.7199,13.1684,1.53077,0.0408155,-0.712922,0.397214,0.990314,0.397214,0.743057
38,446.035,1,31.0181,24.2595,12.9252,1.53046,0.0362835,-0.696101,0.387157,0.97827,0.387157,0.755948
39,445.195,1,32.3151,24.5276,12.7024,1.56299,0.0354107,-0.732659,0.377354,0.9535,0.377354,0.736807
40,438.165,1,32.1996,23.8862,13.9502,1.4705,0.0386252,-0.724827,0.367799,0.929357,0.367799,0.728713
41,441.743,1,31.1568,23.6349,13.6637,1.53064,0.0345762,-0.703774,0.358486,0.905825,0.358486,0.856245
42,441.108,1,32.5164,23.9162,12.4333,1.60859,0.03034,-0.740423,0.349409,0.928221,0.349409,0.834564
43,431.757,1,31.4342,23.7951,14.0725,1.52816,0.028823,-0.709667,0.340562,1.01641,0.340562,0.813432
44,424.524,1,31.0567,23.881,12.8345,1.45175,0.0273819,-0.698753,0.331938,1.04195,0.331938,0.792836
45,427.649,1,31.8205,23.9513,12.0935,1.49838,0.0256601,-0.715298,0.323534,1.02221,0.323534,0.812105
46,421.9,1,30.963,24.1813,13.3354,1.52449,0.0239779,-0.694491,0.315341,0.99633,0.315341,0.791542
47,416.03,1,30.0392,24.7786,13.3994,1.49346,0.0226341,-0.670833,0.307357,0.971102,0.307357,0.811409
48,424.215,1,31.4324,24.537,14.0698,1.46071,0.0293793,-0.709005,0.299574,0.946513,0.299574,0.868822
49,429.008,1,32.1379,24.0755,14.7602,1.48577,0.0324959,-0.724991,0.291989,0.922547,0.291989,0.846823
50,408.299,1,32.2225,24.6665,12.5165,1.41148,0.0308711,-0.725257,0.284596,0.917064,0.284596,0.825381
51,409.307,1,32.7351,25.0192,12.9625,1.43295,0.0237838,-0.726044,0.27739,0.964362,0.27739,0.804482
52,410.884,1,31.7169,24.9815,13.5167,1.36522,0.028033,-0.704318,0.270366,1.069,0.270366,0.784112
53,420.173,1,31.5759,24.7447,13.5047,1.47644,0.0279421,-0.705568,0.26352,1.08066,0.26352,0.764258
54,417.301,1,32.8428,24.981,14.1114,1.4176,0.0284774,-0.745633,0.256848,1.13118,0.256848,0.804117
55,415.664,1,31.2962,24.6687,13.4334,1.33212,0.0367192,-0.706593,0.250344,1.10254,0.250344,0.783756
56,411.855,1,31.9199,24.8784,14.2005,1.31642,0.0346062,-0.719718,0.244005,1.07462,0.244005,0.78119
57,412.18,1,32.4479,24.8467,14.3061,1.31645,0.0344062,-0.734517,0.237827,1.04741,0.237827,0.799775
58,413.485,1,31.8133,25.2806,14.1028,1.37515,0.0331843,-0.708487,0.231805,1.02089,0.231805,0.898935
59,422.191,1,32.5529,25.2893,12.1863,1.42582,0.0337207,-0.738381,0.225936,1.00779,0.225936,0.910036
60,416.889,1,32.167,25.0812,12.5276,1.35813,0.037523,-0.723046,0.220215,0.982275,0.220215,0.886993
61,412.402,1,32.2879,24.9749,13.0413,1.4086,0.033693,-0.729944,0.214639,0.957403,0.217,0.864534
62,410.298,1,32.2748,25.067,13.0556,1.37886,0.035945,-0.734926,0.209204,0.933161,0.211505,0.842644
63,420.912,1,32.3739,25.0337,12.8735,1.54428,0.0306395,-0.738496,0.203907,0.909533,0.20615,0.883642
64,417.391,1,31.412,25.4637,12.7714,1.47209,0.0360834,-0.707199,0.198744,0.886503,0.20093,0.964124
65,414.629,1,32.4763,25.4107,11.469,1.39849,0.0342792,-0.732317,0.193711,0.864056,0.204142,0.974608
66,419.514,1,31.8134,25.6655,11.6319,1.39849,0.0338015,-0.721347,0.188807,0.944991,0.217281,0.960553
67,416.283,1,32.4599,25.2831,11.8596,1.45245,0.0309187,-0.736437,0.184026,0.921063,0.211779,0.936231
68,407.039,1,31.4403,25.2817,13.1884,1.36731,0.0312359,-0.706038,0.180819,0.897741,0.206417,0.962242
69,402.883,1,31.2227,25.0968,12.2364,1.42838,0.0291635,-0.69889,0.178709,0.87501,0.201191,0.937878
70,404.799,1,31.8346,25.2584,12.4618,1.4748,0.0249398,-0.714942,0.177035,0.852854,0.196096,0.91413
71,412.7,1,31.769,25.6323,12.1233,1.5595,0.0216966,-0.716148,0.175945,0.889575,0.199694,0.921438
72,408.065,1,32.0638,25.748,12.0988,1.49405,0.0245535,-0.719544,0.174992,0.932858,0.19752,0.898107
73,411.287,1,33.6534,25.5506,13.3548,1.52434,0.0270603,-0.76627,0.176614,0.909238,0.192519,0.875366
74,409.431,1,31.7947,25.1805,13.438,1.50006,0.031999,-0.711907,0.180302,0.886215,0.187644,0.853201
75,403.118,1,31.6798,24.9199,12.7111,1.40604,0.0340705,-0.718119,0.175736,0.863776,0.182893,0.831598
76,404.756,1,32.0232,25.2954,12.8987,1.48891,0.0299652,-0.736803,0.173737,0.841904,0.178262,0.878624
77,400.482,1,32.2995,24.8356,12.1703,1.41614,0.0293777,-0.735627,0.169761,0.820587,0.178794,0.891099
78,399.36,1,33.1028,24.5781,12.7212,1.47401,0.0267433,-0.752588,0.171886,0.841822,0.174267,0.868536
79,400.964,1,32.9605,24.7616,12.2526,1.43756,0.0311909,-0.753245,0.173849,0.820507,0.179894,0.846544
80,405.221,1,32.0482,24.4779,12.6448,1.40562,0.0300409,-0.727014,0.178283,0.931679,0.182898,0.852931
81,408.861,1,31.6957,24.5243,12.5596,1.40571,0.0338715,-0.710314,0.18488,0.926103,0.179039,0.831334
82,408.387,1,31.9614,23.9381,12.2097,1.48024,0.0342856,-0.715719,0.180199,0.902654,0.179441,0.810284
83,405.116,1,32.1546,24.0999,12.1108,1.4802,0.0319839,-0.731694,0.175636,0.879798,0.174898,0.802395
84,405.026,1,32.0894,24.2113,12.1148,1.48032,0.0358301,-0.727223,0.171189,0.857521,0.170469,0.782078
85,410.355,1,32.6419,24.0745,12.7105,1.48031,0.0351855,-0.738064,0.169803,0.873253,0.166153,0.829412
86,401.799,1,32.6358,24.3175,12.1759,1.49825,0.030398,-0.738209,0.171329,0.851142,0.161946,0.838998
87,407.621,1,33.6449,24.3961,12.8735,1.4984,0.0356158,-0.764925,0.168796,0.82959,0.157845,0.822996
88,407.649,1,33.2361,24.548,13.091,1.40506,0.0368297,-0.757375,0.176361,0.848655,0.153848,0.897055
89,401.66,1,33.1505,25.0798,12.9363,1.39165,0.0333096,-0.746672,0.172744,0.879664,0.163885,0.874341
90,398.133,1,31.7917,24.9714,12.4979,1.39164,0.0324084,-0.721173,0.17393,0.857391,0.159735,0.859207
91,402.1,1,32.6465,25.0594,11.8334,1.39171,0.0355102,-0.734374,0.169526,0.892902,0.155691,0.844223
92,409.911,1,32.6949,24.9191,11.8555,1.48366,0.0371024,-0.732933,0.171464,0.870294,0.151748,0.895338
93,408.027,1,32.3569,25.0854,11.4804,1.39166,0.0402842,-0.72583,0.17083,0.858722,0.147906,0.872667
94,399.651,1,31.926,24.877,11.0679,1.38262,0.0364747,-0.717864,0.166603,0.851544,0.144161,0.850571
95,414.474,1,32.0872,25.0455,11.2359,1.46125,0.0396489,-0.713759,0.170176,0.874286,0.140511,0.93598
96,401.042,1,31.8014,24.9354,11.5849,1.40112,0.0377142,-0.709075,0.178678,0.852148,0.136953,0.912281
97,408.011,1,32.0621,24.7447,12.3811,1.4133,0.0406626,-0.726268,0.174153,0.946816,0.133485,0.889181
98,412.747,1,33.5228,24.8808,11.4216,1.50742,0.0375553,-0.766476,0.169744,0.922842,0.130105,0.88117
99,408.378,1,33.183,24.6481,11.9987,1.43987,0.0407172,-0.747417,0.165964,0.899475,0.131005,0.914828
100,407.628,1,32.4731,24.9727,12.6606,1.4087,0.038198,-0.73565,0.173887,0.8767,0.140451,0.943267
101,414.012,1,31.9589,25.1419,11.9168,1.42715,0.0418224,-0.715976,0.17597,0.854501,0.144887,0.919383
102,407.213,1,31.8323,25.1306,11.2876,1.38143,0.0421641,-0.707496,0.168542,0.810981,0.137075,0.912808
103,404.981,1,31.5934,25.5418,11.715,1.39995,0.0377347,-0.706667,0.175208,0.823183,0.130948,0.974612
104,411.057,1,31.6321,25.3247,11.7738,1.42642,0.0377371,-0.703856,0.17033,0.773464,0.154642,1.02796
105,404.076,1,31.162,25.3384,11.3336,1.40643,0.0318246,-0.696066,0.174239,0.830615,0.152483,1.04371
106,405.893,1,30.9892,25.5096,12.083,1.46126,0.0305425,-0.697101,0.176963,0.809785,0.15729,0.966158
107,396.082,1,32.2815,25.101,11.7012,1.4035,0.0305365,-0.728498,0.168064,0.820256,0.156586,0.87264
108,392.598,1,32.1758,24.8856,11.5273,1.40349,0.0289875,-0.729158,0.166194,0.774269,0.160791,0.856217
109,386.968,1,31.8004,24.6682,12.5319,1.40352,0.0299381,-0.722437,0.164178,0.76221,0.143273,0.793523
110,391.792,1,31.8888,24.6397,12.147,1.37641,0.0346561,-0.708145,0.177797,0.669592,0.158171,0.790365
111,388.863,1,32.038,24.8535,11.6585,1.3764,0.03451,-0.723493,0.172573,0.693402,0.137537,0.815625
112,385.992,1,33.2058,24.9668,12.0342,1.47593,0.0250284,-0.749645,0.162733,0.646929,0.153938,0.84697
113,392.088,1,31.6794,25.0295,12.0696,1.47594,0.0249878,-0.706723,0.173303,0.729569,0.154634,0.857368
114,396.41,1,32.291,24.9454,11.7243,1.50757,0.0288262,-0.73417,0.163141,0.725874,0.148043,0.84353
115,393.961,1,32.0467,25.214,10.4281,1.47572,0.0309032,-0.733485,0.161202,0.732668,0.149134,0.776867
116,395.872,1,32.2266,25.3144,11.9439,1.47575,0.0330879,-0.733186,0.176032,0.636933,0.142726,0.856394
117,400.846,1,31.3267,25.2955,11.6696,1.41119,0.0380192,-0.704105,0.17782,0.60238,0.150718,0.944123
118,409.792,1,33.0093,25.1632,10.6857,1.47065,0.0366244,-0.743401,0.171915,0.700946,0.166773,0.9179
119,402.071,1,33.4958,25.5581,11.8064,1.43771,0.0320545,-0.764105,0.164939,0.767177,0.163951,0.935204
120,410.257,1,32.2422,25.4189,10.608,1.43773,0.0334476,-0.722262,0.182422,0.792674,0.167261,1.00832
121,407.516,1,32.2092,25.4671,10.3634,1.46403,0.0304062,-0.725387,0.176389,0.759928,0.173122,0.992921
122,407.157,1,32.2552,25.413,10.9257,1.42937,0.0319192,-0.727889,0.171751,0.772606,0.172493,1.04238
123,407.297,1,32.9724,24.9919,9.99849,1.41242,0.032704,-0.745666,0.165294,0.843007,0.166905,1.03707
124,404.217,1,31.6953,25.0238,11.2767,1.48373,0.0313519,-0.71037,0.170289,0.675232,0.158925,1.02025
125,403.392,1,31.5693,24.9898,10.544,1.46572,0.0327313,-0.702362,0.181246,0.668332,0.147789,1.00679
126,401.041,1,32.3142,25.1952,10.4711,1.53033,0.0267642,-0.721756,0.18154,0.69963,0.144246,0.960769
127,396.097,1,31.813,25.1317,10.947,1.47393,0.0280802,-0.712209,0.175687,0.75479,0.141772,0.901745
128,408.799,1,31.7658,24.5028,10.8051,1.48928,0.0330996,-0.7174,0.177369,0.772934,0.153497,0.930439
129,414.058,1,32.2558,24.8163,11.5058,1.53167,0.0325505,-0.732055,0.169186,0.875236,0.159415,0.888118
130,414.211,1,32.0053,24.6862,12.4336,1.47252,0.0364335,-0.712056,0.165333,0.799968,0.173907,0.935511
131,416.237,1,32.8029,25.4574,12.5048,1.39433,0.0411406,-0.739007,0.173252,0.843572,0.167831,0.950459
