standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-1.83032,0.00666667,-2.93025,0.00666667,-3.45454,0.00666667,-2.1785,0.00666667,All
-1.75408,0.0133333,-2.42473,0.0133333,-2.55175,0.0133333,-2.0652,0.0133333,All
-1.71857,0.02,-2.19317,0.02,-2.46217,0.02,-2.04533,0.02,All
-1.66641,0.0266667,-2.17559,0.0266667,-2.09995,0.0266667,-1.95738,0.0266667,All
-1.64608,0.0333333,-2.15971,0.0333333,-2.08083,0.0333333,-1.84817,0.0333333,All
-1.62502,0.04,-1.85526,0.04,-1.98218,0.04,-1.79829,0.04,All
-1.59822,0.0466667,-1.83629,0.0466667,-1.58825,0.0466667,-1.73862,0.0466667,All
-1.58762,0.0533333,-1.79257,0.0533333,-1.54467,0.0533333,-1.61365,0.0533333,All
-1.54429,0.06,-1.6528,0.06,-1.52025,0.06,-1.58131,0.06,All
-1.54404,0.0666667,-1.48802,0.0666667,-1.51554,0.0666667,-1.55568,0.0666667,All
-1.39684,0.0733333,-1.44014,0.0733333,-1.45713,0.0733333,-1.54262,0.0733333,All
-1.38077,0.08,-1.31358,0.08,-1.43344,0.08,-1.52646,0.08,All
-1.37641,0.0866667,-1.24386,0.0866667,-1.35093,0.0866667,-1.31247,0.0866667,All
-1.30584,0.0933333,-1.14329,0.0933333,-1.33012,0.0933333,-1.19644,0.0933333,All
-1.28742,0.1,-1.14111,0.1,-1.26443,0.1,-1.06144,0.1,All
-1.25745,0.106667,-1.1378,0.106667,-1.24244,0.106667,-1.05624,0.106667,All
-1.24399,0.113333,-1.1195,0.113333,-1.19355,0.113333,-1.00624,0.113333,All
-1.20562,0.12,-1.09005,0.12,-1.13674,0.12,-0.998036,0.12,All
-1.19369,0.126667,-1.06336,0.126667,-1.13541,0.126667,-0.994019,0.126667,All
-1.1887,0.133333,-1.02207,0.133333,-1.083,0.133333,-0.961655,0.133333,All
-1.17121,0.14,-0.990103,0.14,-1.01865,0.14,-0.949098,0.14,All
-1.16533,0.146667,-0.987406,0.146667,-0.945766,0.146667,-0.936483,0.146667,All
-1.16314,0.153333,-0.982726,0.153333,-0.942809,0.153333,-0.912862,0.153333,All
-1.13726,0.16,-0.962523,0.16,-0.936653,0.16,-0.890461,0.16,All
-1.13106,0.166667,-0.950988,0.166667,-0.908723,0.166667,-0.852131,0.166667,All
-1.12633,0.173333,-0.908905,0.173333,-0.905486,0.173333,-0.813268,0.173333,All
-1.12172,0.18,-0.90234,0.18,-0.877081,0.18,-0.806469,0.18,All
-1.0984,0.186667,-0.850996,0.186667,-0.848802,0.186667,-0.748996,0.186667,All
-1.09799,0.193333,-0.83019,0.193333,-0.848067,0.193333,-0.739035,0.193333,All
-1.08696,0.2,-0.812273,0.2,-0.82095,0.2,-0.71226,0.2,All
-1.05559,0.206667,-0.764328,0.206667,-0.789862,0.206667,-0.70912,0.206667,All
-1.05475,0.213333,-0.761054,0.213333,-0.754278,0.213333,-0.688911,0.213333,All
-1.04315,0.22,-0.736437,0.22,-0.725493,0.22,-0.670666,0.22,All
-1.03154,0.226667,-0.707884,0.226667,-0.715182,0.226667,-0.659282,0.226667,All
-1.01265,0.233333,-0.702035,0.233333,-0.65696,0.233333,-0.649021,0.233333,All
-1.00413,0.24,-0.700043,0.24,-0.623225,0.24,-0.645213,0.24,All
-0.957644,0.246667,-0.669719,0.246667,-0.62112,0.246667,-0.551193,0.246667,All
-0.922661,0.253333,-0.657298,0.253333,-0.617764,0.253333,-0.526399,0.253333,All
-0.870417,0.26,-0.652726,0.26,-0.614443,0.26,-0.519023,0.26,All
-0.86663,0.266667,-0.650851,0.266667,-0.613059,0.266667,-0.510829,0.266667,All
-0.785783,0.273333,-0.621241,0.273333,-0.59231,0.273333,-0.510246,0.273333,All
-0.760531,0.28,-0.616993,0.28,-0.565401,0.28,-0.505853,0.28,All
-0.760447,0.286667,-0.601236,0.286667,-0.533385,0.286667,-0.504317,0.286667,All
-0.748456,0.293333,-0.594751,0.293333,-0.487139,0.293333,-0.478279,0.293333,All
-0.748326,0.3,-0.580462,0.3,-0.486956,0.3,-0.46868,0.3,All
-0.744716,0.306667,-0.551569,0.306667,-0.485054,0.306667,-0.467033,0.306667,All
-0.719445,0.313333,-0.54978,0.313333,-0.475154,0.313333,-0.465204,0.313333,All
-0.700286,0.32,-0.519435,0.32,-0.473049,0.32,-0.464854,0.32,All
-0.678591,0.326667,-0.501219,0.326667,-0.444874,0.326667,-0.462843,0.326667,All
-0.638072,0.333333,-0.496538,0.333333,-0.443876,0.333333,-0.462106,0.333333,All
-0.603806,0.34,-0.491679,0.34,-0.438645,0.34,-0.400216,0.34,All
-0.597324,0.346667,-0.477426,0.346667,-0.431539,0.346667,-0.396987,0.346667,All
-0.584005,0.353333,-0.46478,0.353333,-0.389251,0.353333,-0.382854,0.353333,All
-0.557201,0.36,-0.451969,0.36,-0.38643,0.36,-0.376118,0.36,All
-0.551907,0.366667,-0.446554,0.366667,-0.348014,0.366667,-0.317775,0.366667,All
-0.48714,0.373333,-0.445424,0.373333,-0.325671,0.373333,-0.31192,0.373333,All
-0.449572,0.38,-0.420046,0.38,-0.318435,0.38,-0.301939,0.38,All
-0.438134,0.386667,-0.399666,0.386667,-0.282985,0.386667,-0.238258,0.386667,All
-0.437216,0.393333,-0.382259,0.393333,-0.270116,0.393333,-0.235439,0.393333,All
-0.433697,0.4,-0.341046,0.4,-0.267318,0.4,-0.228908,0.4,All
-0.416976,0.406667,-0.336002,0.406667,-0.251478,0.406667,-0.217135,0.406667,All
-0.331466,0.413333,-0.331416,0.413333,-0.248839,0.413333,-0.214454,0.413333,All
-0.327615,0.42,-0.310961,0.42,-0.218064,0.42,-0.214408,0.42,All
-0.315814,0.426667,-0.271433,0.426667,-0.207444,0.426667,-0.210108,0.426667,All
-0.300875,0.433333,-0.263475,0.433333,-0.205112,0.433333,-0.200857,0.433333,All
-0.286791,0.44,-0.194155,0.44,-0.204102,0.44,-0.197613,0.44,All
-0.282609,0.446667,-0.193546,0.446667,-0.201562,0.446667,-0.181012,0.446667,All
-0.252775,0.453333,-0.182916,0.453333,-0.201269,0.453333,-0.177094,0.453333,All
-0.167192,0.46,-0.158585,0.46,-0.187802,0.46,-0.174841,0.46,All
-0.15283,0.466667,-0.157201,0.466667,-0.177663,0.466667,-0.171329,0.466667,All
0.0196323,0.473333,-0.153753,0.473333,-0.151385,0.473333,-0.128853,0.473333,All
0.0611017,0.48,-0.150266,0.48,-0.147103,0.48,-0.10686,0.48,All
0.0960089,0.486667,-0.147658,0.486667,-0.0998764,0.486667,-0.0979334,0.486667,All
0.133705,0.493333,-0.146013,0.493333,-0.0314698,0.493333,-0.0830118,0.493333,All
0.133849,0.5,-0.132985,0.5,-0.012774,0.5,-0.0823977,0.5,All
0.140846,0.506667,-0.0938543,0.506667,-0.00270191,0.506667,-0.0167181,0.506667,All
0.182303,0.513333,-0.0756861,0.513333,0.0122242,0.513333,0.0212548,0.513333,All
0.185616,0.52,-0.067641,0.52,0.0336654,0.52,0.0253949,0.52,All
0.188715,0.526667,-0.0461074,0.526667,0.061059,0.526667,0.0710553,0.526667,All
0.198585,0.533333,-0.0342926,0.533333,0.0742023,0.533333,0.111622,0.533333,All
0.204466,0.54,-0.032473,0.54,0.101109,0.54,0.132291,0.54,All
0.216372,0.546667,0.00433172,0.546667,0.136761,0.546667,0.140395,0.546667,All
0.25042,0.553333,0.0205594,0.553333,0.16433,0.553333,0.152231,0.553333,All
0.258167,0.56,0.0451516,0.56,0.170675,0.56,0.167269,0.56,All
0.269564,0.566667,0.0607264,0.566667,0.207548,0.566667,0.176938,0.566667,All
0.291982,0.573333,0.0615671,0.573333,0.213315,0.573333,0.179875,0.573333,All
0.301281,0.58,0.0808859,0.58,0.237831,0.58,0.191321,0.58,All
0.30286,0.586667,0.09654,0.586667,0.248876,0.586667,0.205166,0.586667,All
0.322017,0.593333,0.102398,0.593333,0.25717,0.593333,0.211872,0.593333,All
0.356369,0.6,0.131471,0.6,0.25785,0.6,0.213152,0.6,All
0.358898,0.606667,0.154646,0.606667,0.262161,0.606667,0.219672,0.606667,All
0.377575,0.613333,0.175238,0.613333,0.27162,0.613333,0.247545,0.613333,All
0.46987,0.62,0.229502,0.62,0.284455,0.62,0.250217,0.62,All
0.519534,0.626667,0.241021,0.626667,0.317531,0.626667,0.297217,0.626667,All
0.614833,0.633333,0.252902,0.633333,0.321823,0.633333,0.303639,0.633333,All
0.621226,0.64,0.281288,0.64,0.323124,0.64,0.343398,0.64,All
0.635247,0.646667,0.284821,0.646667,0.327836,0.646667,0.353686,0.646667,All
0.638484,0.653333,0.291061,0.653333,0.348027,0.653333,0.357234,0.653333,All
0.639515,0.66,0.297656,0.66,0.34878,0.66,0.36178,0.66,All
0.657533,0.666667,0.354561,0.666667,0.399673,0.666667,0.368998,0.666667,All
0.670574,0.673333,0.394068,0.673333,0.40339,0.673333,0.378393,0.673333,All
0.685431,0.68,0.394859,0.68,0.40886,0.68,0.381205,0.68,All
0.796247,0.686667,0.403829,0.686667,0.431476,0.686667,0.3917,0.686667,All
0.815844,0.693333,0.415141,0.693333,0.443423,0.693333,0.430567,0.693333,All
0.822191,0.7,0.430406,0.7,0.454795,0.7,0.455059,0.7,All
0.849451,0.706667,0.445145,0.706667,0.457415,0.706667,0.501957,0.706667,All
0.867389,0.713333,0.509091,0.713333,0.462713,0.713333,0.530873,0.713333,All
0.875712,0.72,0.523681,0.72,0.473459,0.72,0.537445,0.72,All
0.883194,0.726667,0.530858,0.726667,0.539001,0.726667,0.538334,0.726667,All
0.903469,0.733333,0.540741,0.733333,0.546827,0.733333,0.560516,0.733333,All
0.910999,0.74,0.628158,0.74,0.555458,0.74,0.563547,0.74,All
0.921653,0.746667,0.641349,0.746667,0.608132,0.746667,0.575587,0.746667,All
0.9244,0.753333,0.685755,0.753333,0.612367,0.753333,0.587345,0.753333,All
0.931783,0.76,0.718214,0.76,0.631102,0.76,0.587606,0.76,All
